,1,2,3,4,5,6,7,8,9,normalized,total_demand,total_supply
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9277,0.7228,0.3312,0.7524,0.7669,0.3153,119372.7755,16771.4199,0.7712,8.99604492685689,25.663043975830078,42.2435302734375
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9217,0.7432,0.3243,0.7425,0.7578,0.3216,111592.714,16760.8242,0.7562,8.974657814229761,25.325986862182617,42.252437591552734
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9291,0.7904,0.3324,0.7543,0.7706,0.3385,93633.8193,16775.0781,0.7722,8.999809658038327,25.729814529418945,42.49555969238281
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9238,0.7784,0.3242,0.7417,0.7621,0.3389,97787.442,16777.8711,0.7531,8.974601234037582,25.300947189331055,42.55997848510742
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.923,0.777,0.325,0.7401,0.762,0.3381,98713.8968,16754.9844,0.7505,8.976415318989925,25.243467330932617,42.528564453125
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9268,0.7788,0.3279,0.7458,0.7669,0.3389,97833.6515,16788.748,0.7593,8.985730983756287,25.440277099609375,42.55766296386719
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9245,0.777,0.3264,0.7457,0.7645,0.3381,98806.9657,16766.9199,0.7593,8.981338077542715,25.436756134033203,42.54066467285156
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9291,0.7904,0.3324,0.7543,0.7706,0.3385,93633.8193,16775.0781,0.7722,8.999809658038327,25.729814529418945,42.49555969238281
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9305,0.7837,0.3298,0.7559,0.7712,0.3318,95358.5782,16810.877,0.7714,8.963349023855976,25.782676696777344,42.594730377197266
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9269,0.788,0.3302,0.7468,0.7678,0.3385,93870.4848,16775.1523,0.7605,8.993254162660666,25.473386764526367,42.50832748413086
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.929,0.7915,0.3297,0.7538,0.7704,0.3389,92737.7879,16799.0371,0.7703,8.976418785910699,25.71302604675293,42.55767822265625
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.925,0.788,0.3264,0.7473,0.764,0.3381,93696.4998,16778.1523,0.7621,8.981824407617555,25.490501403808594,42.53110122680664
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9116,0.7024,0.3359,0.7176,0.7583,0.3012,124902.0764,16763.1406,0.732,8.999288377382744,24.475990295410156,41.72480392456055
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.8737,0.7122,0.343,0.6806,0.7326,0.4917,115468.1813,16013.5947,0.6256,8.723010792642134,23.21532440185547,40.72084045410156
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9087,0.715,0.3365,0.7122,0.7511,0.4533,117724.7743,16593.5723,0.708,8.815634397364171,24.29239845275879,41.5277099609375
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9104,0.733,0.3332,0.7189,0.7564,0.4664,111524.2829,16661.5117,0.7242,8.799880956121584,24.523216247558594,41.61436080932617
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9157,0.7189,0.3357,0.7318,0.7621,0.3029,118746.253,16799.6855,0.7512,9.0,24.96037483215332,41.799530029296875
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9116,0.7024,0.3359,0.7176,0.7583,0.3012,124902.0764,16763.1406,0.732,8.999288377382744,24.475990295410156,41.72480392456055
"(('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9233,0.7432,0.3276,0.7434,0.7598,0.3226,111367.2402,16792.3535,0.7583,8.985434056174974,25.358543395996094,42.25876235961914
"(('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9289,0.7228,0.3272,0.7569,0.7645,0.3145,119368.6117,16761.9844,0.7723,8.972622125943976,25.81727409362793,42.287841796875
"(('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9229,0.7393,0.3211,0.7515,0.7572,0.3167,112414.9886,16798.1289,0.7675,8.965881793155628,25.632495880126953,42.33012771606445
"(('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9237,0.7242,0.3246,0.7451,0.7587,0.3142,119165.0978,16798.4766,0.7617,8.97640993478143,25.415401458740234,42.29912567138672
"(('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9206,0.7422,0.3221,0.7426,0.7558,0.3216,112036.834,16762.4512,0.7567,8.96813711432394,25.329845428466797,42.24630355834961
"(('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9233,0.7432,0.3276,0.7434,0.7598,0.3226,111367.2402,16792.3535,0.7583,8.985434056174974,25.358543395996094,42.25876235961914
"(('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.929,0.7915,0.3297,0.7538,0.7704,0.3389,92737.7879,16799.0371,0.7703,8.976418785910699,25.71302604675293,42.55767822265625
"(('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.925,0.788,0.3264,0.7473,0.764,0.3381,93696.4998,16778.1523,0.7621,8.981824407617555,25.490501403808594,42.53110122680664
"(('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9305,0.7837,0.3298,0.7559,0.7712,0.3318,95358.5782,16810.877,0.7714,8.963349023855976,25.782676696777344,42.594730377197266
"(('V_MO1', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9269,0.788,0.3302,0.7468,0.7678,0.3385,93870.4848,16775.1523,0.7605,8.993254162660666,25.473386764526367,42.50832748413086
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9275,0.789,0.3304,0.7501,0.7685,0.3389,93670.8974,16794.5215,0.7656,8.993251084917574,25.58633804321289,42.526466369628906
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9283,0.7869,0.3326,0.7497,0.7718,0.3389,94590.9352,16783.2969,0.7647,8.99432160012742,25.57132339477539,42.51394271850586
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9282,0.7897,0.3303,0.7498,0.7687,0.3389,92935.1993,16784.6855,0.7653,8.985489087421808,25.577381134033203,42.51603698730469
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9254,0.7897,0.3285,0.7449,0.7656,0.3389,93668.4477,16762.1543,0.7581,8.98676538986444,25.40985107421875,42.49809646606445
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9107,0.7034,0.3372,0.7152,0.7585,0.3012,124543.3488,16748.2305,0.7296,8.998399552908193,24.396724700927734,41.671939849853516
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9085,0.702,0.3322,0.7127,0.7543,0.3015,125354.7403,16702.0781,0.7189,8.994919347228354,24.31087875366211,41.644996643066406
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9174,0.7052,0.3401,0.7303,0.7657,0.3015,124448.7136,16751.4844,0.7505,8.998593525179185,24.911638259887695,41.70228958129883
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9144,0.7017,0.3382,0.7225,0.7639,0.3019,125745.4554,16715.9941,0.7346,8.996477868862385,24.64394760131836,41.66100311279297
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9146,0.7122,0.3379,0.7224,0.7642,0.3026,121951.2297,16755.8848,0.7396,8.998855842884488,24.642688751220703,41.74346923828125
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9107,0.7034,0.3372,0.7152,0.7585,0.3012,124543.3488,16748.2305,0.7296,8.998399552908193,24.396724700927734,41.671939849853516
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9209,0.721,0.3249,0.7449,0.7571,0.3124,119329.7435,16802.2598,0.7613,8.977312346920783,25.410053253173828,42.27411651611328
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.926,0.7422,0.3285,0.7517,0.7645,0.3223,112266.9065,16780.9219,0.7689,8.988141292593035,25.640151977539062,42.26959228515625
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9214,0.7439,0.3235,0.7483,0.7576,0.3202,111466.7527,16784.7109,0.7656,8.973101090270463,25.52509307861328,42.2743034362793
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.923,0.7034,0.3243,0.7439,0.758,0.3033,122638.6487,16721.1738,0.7604,8.972294165029172,25.375642776489258,42.219703674316406
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9053,0.6555,0.3203,0.7498,0.7413,0.2871,138965.7131,16578.6934,0.774,8.94398563877718,25.574987411499023,41.984474182128906
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9209,0.721,0.3249,0.7449,0.7571,0.3124,119329.7435,16802.2598,0.7613,8.977312346920783,25.410053253173828,42.27411651611328
"(('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9282,0.7897,0.3303,0.7498,0.7687,0.3389,92935.1993,16784.6855,0.7653,8.985489087421808,25.577381134033203,42.51603698730469
"(('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9254,0.7897,0.3285,0.7449,0.7656,0.3389,93668.4477,16762.1543,0.7581,8.98676538986444,25.40985107421875,42.49809646606445
"(('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9275,0.789,0.3304,0.7501,0.7685,0.3389,93670.8974,16794.5215,0.7656,8.993251084917574,25.58633804321289,42.526466369628906
"(('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9283,0.7869,0.3326,0.7497,0.7718,0.3389,94590.9352,16783.2969,0.7647,8.99432160012742,25.57132339477539,42.51394271850586
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9291,0.7904,0.3324,0.7543,0.7706,0.3385,93633.8193,16775.0781,0.7722,8.999809658038327,25.729814529418945,42.49555969238281
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9238,0.7784,0.3242,0.7417,0.7621,0.3389,97787.442,16777.8711,0.7531,8.974601234037582,25.300947189331055,42.55997848510742
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.923,0.777,0.325,0.7401,0.762,0.3381,98713.8968,16754.9844,0.7505,8.976415318989925,25.243467330932617,42.528564453125
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9268,0.7788,0.3279,0.7458,0.7669,0.3389,97833.6515,16788.748,0.7593,8.985730983756287,25.440277099609375,42.55766296386719
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9245,0.777,0.3264,0.7457,0.7645,0.3381,98806.9657,16766.9199,0.7593,8.981338077542715,25.436756134033203,42.54066467285156
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9291,0.7904,0.3324,0.7543,0.7706,0.3385,93633.8193,16775.0781,0.7722,8.999809658038327,25.729814529418945,42.49555969238281
"(('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.91,0.7031,0.335,0.7131,0.7581,0.3015,125121.7982,16727.2695,0.7213,8.997150020724568,24.323768615722656,41.672054290771484
"(('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9157,0.7066,0.3384,0.727,0.7639,0.3022,123795.5019,16775.6543,0.7467,9.0,24.799510955810547,41.748775482177734
"(('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9136,0.7193,0.3369,0.7234,0.7605,0.3022,118952.2016,16763.168,0.7406,8.999290010758147,24.675878524780273,41.72262191772461
"(('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9156,0.7038,0.34,0.7255,0.7644,0.3012,124466.8573,16752.1934,0.7443,8.998635790258056,24.747957229614258,41.70220184326172
"(('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9277,0.7228,0.3312,0.7524,0.7669,0.3153,119372.7755,16771.4199,0.7712,8.99604492685689,25.663043975830078,42.2435302734375
"(('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9217,0.7432,0.3243,0.7425,0.7578,0.3216,111592.714,16760.8242,0.7562,8.974657814229761,25.325986862182617,42.252437591552734
"(('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9223,0.7429,0.3255,0.7445,0.7589,0.3223,111663.1285,16781.0977,0.7594,8.979117171199492,25.39358139038086,42.26764678955078
"(('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9282,0.7246,0.3334,0.7558,0.7681,0.3149,118992.4329,16759.8496,0.777,8.972106755037998,25.77977752685547,42.2083854675293
"(('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9291,0.7904,0.3324,0.7543,0.7706,0.3385,93633.8193,16775.0781,0.7722,8.999809658038327,25.729814529418945,42.49555969238281
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'))",0.9211,0.7214,0.3424,0.7335,0.7756,0.304,118343.6019,16701.082,0.7533,8.973948424740117,25.02043914794922,42.286766052246094
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'))",0.9263,0.746,0.3279,0.7508,0.769,0.323,110563.0517,16728.5703,0.7677,8.98356403264199,25.61083221435547,42.847511291503906
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'))",0.9293,0.7897,0.3282,0.7524,0.7728,0.3378,94361.4195,16716.043,0.7682,8.971403967453803,25.665279388427734,43.093196868896484
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'morning'))",0.9284,0.689,0.3281,0.7556,0.773,0.305,134027.2596,16665.6934,0.7744,8.955356134250426,25.774738311767578,43.043983459472656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO4', 'night'))",0.9324,0.7929,0.3306,0.7594,0.7777,0.3381,92719.3325,16693.7148,0.7771,8.848526588859809,25.901695251464844,43.06514358520508
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO4', 'morning'))",0.9292,0.7894,0.3269,0.7573,0.7739,0.3381,94057.5125,16738.0918,0.7753,8.939795048334243,25.83029556274414,43.13968276977539
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'))",0.9282,0.7749,0.3279,0.7526,0.7727,0.336,99718.1034,16724.7422,0.7692,8.974339013971404,25.67144012451172,43.095245361328125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'))",0.9105,0.7108,0.3329,0.7186,0.7518,0.4924,118270.6529,16480.3926,0.715,8.749779461342754,24.51222801208496,42.03506851196289
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'morning'))",0.9086,0.7238,0.3305,0.7111,0.7595,0.4657,116050.507,16681.8184,0.72,8.796307057750976,24.256378173828125,42.30940246582031
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO4', 'night'))",0.9113,0.702,0.3295,0.7211,0.7581,0.4533,124072.559,16603.8574,0.7271,8.807396848281643,24.595561981201172,42.21149444580078
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO4', 'morning'))",0.9128,0.7379,0.3338,0.7177,0.765,0.466,110494.0043,16714.3867,0.7291,8.803637639200513,24.48038101196289,42.34649658203125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9268,0.7231,0.3244,0.754,0.7663,0.3124,119553.5885,16698.9277,0.7691,8.971268829201088,25.72045135498047,42.8643798828125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9268,0.7253,0.3282,0.7521,0.7696,0.3163,118836.6523,16731.6621,0.771,8.98465075390807,25.6547908782959,42.84731674194336
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9256,0.7253,0.3244,0.7494,0.7664,0.3167,118894.9357,16733.2949,0.7667,8.973317535010022,25.560779571533203,42.88164138793945
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9239,0.7446,0.3225,0.7505,0.7638,0.3205,111449.8402,16733.3691,0.7677,8.967606681355726,25.600156784057617,42.867610931396484
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9282,0.7749,0.3279,0.7526,0.7727,0.336,99718.1034,16724.7422,0.7692,8.974339013971404,25.67144012451172,43.095245361328125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9336,0.7904,0.3266,0.7642,0.7743,0.3346,93586.4803,16638.873,0.776,8.837514729109055,26.06710433959961,43.069435119628906
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9295,0.7718,0.3239,0.7559,0.7713,0.3308,100991.4897,16686.0684,0.7692,8.953963022035472,25.782249450683594,43.128684997558594
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9298,0.7904,0.326,0.7544,0.7731,0.3374,93441.9901,16706.9766,0.7698,8.95350417904119,25.733112335205078,43.11268615722656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9294,0.7887,0.3269,0.7551,0.7732,0.3367,94261.6935,16729.1914,0.7719,8.96194060271386,25.75632095336914,43.1233024597168
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9282,0.7749,0.3279,0.7526,0.7727,0.336,99718.1034,16724.7422,0.7692,8.974339013971404,25.67144012451172,43.095245361328125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'))",0.9297,0.776,0.3304,0.7535,0.7745,0.3374,99810.4618,16711.1934,0.7697,8.964679348489012,25.701168060302734,43.053863525390625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'))",0.9203,0.7372,0.3389,0.7356,0.7726,0.4664,110915.6192,16699.3633,0.7553,8.79357654685406,25.090919494628906,42.308013916015625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'))",0.9136,0.7034,0.3352,0.7179,0.7663,0.3026,125322.7887,16712.5371,0.7324,8.996271789345244,24.488300323486328,42.331451416015625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'))",0.92,0.7418,0.3406,0.7315,0.7733,0.4671,109557.7302,16620.668,0.7449,8.784775219879158,24.95206642150879,42.17188262939453
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'morning'))",0.9177,0.7048,0.3397,0.7237,0.7716,0.3026,124726.7601,16699.6973,0.7398,8.991305442942316,24.685596466064453,42.29090881347656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.929,0.7224,0.3297,0.7548,0.7717,0.3131,118923.2302,16763.2871,0.7742,8.97578894820304,25.74737548828125,42.8845329284668
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.926,0.7291,0.326,0.7525,0.7665,0.3135,115095.117,16656.5801,0.7711,8.973557258607293,25.6668643951416,42.772491455078125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9281,0.7221,0.3279,0.7539,0.7704,0.3128,119022.9408,16709.0703,0.7721,8.982401593942468,25.715185165405273,42.83489227294922
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9235,0.7418,0.3241,0.7501,0.7647,0.3202,112725.6021,16689.127,0.768,8.969782175371355,25.585487365722656,42.80572509765625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9297,0.776,0.3304,0.7535,0.7745,0.3374,99810.4618,16711.1934,0.7697,8.964679348489012,25.701168060302734,43.053863525390625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9274,0.7767,0.3243,0.7527,0.7701,0.3381,98771.5601,16681.7344,0.7677,8.969943094011432,25.67406463623047,43.075660705566406
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.931,0.7911,0.3296,0.7572,0.7757,0.3381,93730.7068,16703.6992,0.7743,8.914181243503903,25.829044342041016,43.07313537597656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9323,0.7855,0.3299,0.7569,0.7779,0.3389,94592.2473,16704.4199,0.7735,8.8945767662069,25.81858253479004,43.090538024902344
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9307,0.7763,0.3297,0.7569,0.7779,0.3378,99717.1197,16663.9844,0.7742,8.911662545038354,25.81625747680664,43.05343246459961
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9297,0.776,0.3304,0.7535,0.7745,0.3374,99810.4618,16711.1934,0.7697,8.964679348489012,25.701168060302734,43.053863525390625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9293,0.7897,0.3282,0.7524,0.7728,0.3378,94361.4195,16716.043,0.7682,8.971403967453803,25.665279388427734,43.093196868896484
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9284,0.689,0.3281,0.7556,0.773,0.305,134027.2596,16665.6934,0.7744,8.955356134250426,25.774738311767578,43.043983459472656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9324,0.7929,0.3306,0.7594,0.7777,0.3381,92719.3325,16693.7148,0.7771,8.848526588859809,25.901695251464844,43.06514358520508
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9292,0.7894,0.3269,0.7573,0.7739,0.3381,94057.5125,16738.0918,0.7753,8.939795048334243,25.83029556274414,43.13968276977539
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9211,0.7214,0.3424,0.7335,0.7756,0.304,118343.6019,16701.082,0.7533,8.973948424740117,25.02043914794922,42.286766052246094
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9174,0.7214,0.3339,0.7352,0.7647,0.304,118284.584,16604.4883,0.748,8.989830758239762,25.077302932739258,42.19251251220703
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9184,0.7263,0.338,0.7298,0.7715,0.4657,115907.2305,16670.1875,0.7461,8.79769139214594,24.891910552978516,42.280181884765625
