,1,2,3,4,5,6,7,8,9,normalized,total_demand,total_supply
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9277,0.7228,0.3312,0.7524,0.7669,0.3153,119372.7755,16771.4199,0.7712,8.99604492685689,25.663043975830078,42.2435302734375
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9217,0.7432,0.3243,0.7425,0.7578,0.3216,111592.714,16760.8242,0.7562,8.974657814229761,25.325986862182617,42.252437591552734
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9223,0.7429,0.3255,0.7445,0.7589,0.3223,111663.1285,16781.0977,0.7594,8.979117171199492,25.39358139038086,42.26764678955078
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9282,0.7246,0.3334,0.7558,0.7681,0.3149,118992.4329,16759.8496,0.777,8.972106755037998,25.77977752685547,42.2083854675293
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9291,0.7904,0.3324,0.7543,0.7706,0.3385,93633.8193,16775.0781,0.7722,8.999809658038327,25.729814529418945,42.49555969238281
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.929,0.7915,0.3297,0.7538,0.7704,0.3389,92737.7879,16799.0371,0.7703,8.976418785910699,25.71302604675293,42.55767822265625
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.925,0.788,0.3264,0.7473,0.764,0.3381,93696.4998,16778.1523,0.7621,8.981824407617555,25.490501403808594,42.53110122680664
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9305,0.7837,0.3298,0.7559,0.7712,0.3318,95358.5782,16810.877,0.7714,8.963349023855976,25.782676696777344,42.594730377197266
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9269,0.788,0.3302,0.7468,0.7678,0.3385,93870.4848,16775.1523,0.7605,8.993254162660666,25.473386764526367,42.50832748413086
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9116,0.7024,0.3359,0.7176,0.7583,0.3012,124902.0764,16763.1406,0.732,8.999288377382744,24.475990295410156,41.72480392456055
"(('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9233,0.7432,0.3276,0.7434,0.7598,0.3226,111367.2402,16792.3535,0.7583,8.985434056174974,25.358543395996094,42.25876235961914
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9282,0.7897,0.3303,0.7498,0.7687,0.3389,92935.1993,16784.6855,0.7653,8.985489087421808,25.577381134033203,42.51603698730469
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9254,0.7897,0.3285,0.7449,0.7656,0.3389,93668.4477,16762.1543,0.7581,8.98676538986444,25.40985107421875,42.49809646606445
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9275,0.789,0.3304,0.7501,0.7685,0.3389,93670.8974,16794.5215,0.7656,8.993251084917574,25.58633804321289,42.526466369628906
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9283,0.7869,0.3326,0.7497,0.7718,0.3389,94590.9352,16783.2969,0.7647,8.99432160012742,25.57132339477539,42.51394271850586
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9107,0.7034,0.3372,0.7152,0.7585,0.3012,124543.3488,16748.2305,0.7296,8.998399552908193,24.396724700927734,41.671939849853516
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9209,0.721,0.3249,0.7449,0.7571,0.3124,119329.7435,16802.2598,0.7613,8.977312346920783,25.410053253173828,42.27411651611328
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9291,0.7904,0.3324,0.7543,0.7706,0.3385,93633.8193,16775.0781,0.7722,8.999809658038327,25.729814529418945,42.49555969238281
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9293,0.7897,0.3282,0.7524,0.7728,0.3378,94361.4195,16716.043,0.7682,8.971403967453803,25.665279388427734,43.093196868896484
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9284,0.689,0.3281,0.7556,0.773,0.305,134027.2596,16665.6934,0.7744,8.955356134250426,25.774738311767578,43.043983459472656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9324,0.7929,0.3306,0.7594,0.7777,0.3381,92719.3325,16693.7148,0.7771,8.848526588859809,25.901695251464844,43.06514358520508
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9292,0.7894,0.3269,0.7573,0.7739,0.3381,94057.5125,16738.0918,0.7753,8.939795048334243,25.83029556274414,43.13968276977539
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9211,0.7214,0.3424,0.7335,0.7756,0.304,118343.6019,16701.082,0.7533,8.973948424740117,25.02043914794922,42.286766052246094
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9174,0.7214,0.3339,0.7352,0.7647,0.304,118284.584,16604.4883,0.748,8.989830758239762,25.077302932739258,42.19251251220703
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9184,0.7263,0.338,0.7298,0.7715,0.4657,115907.2305,16670.1875,0.7461,8.79769139214594,24.891910552978516,42.280181884765625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9201,0.7411,0.337,0.7384,0.7712,0.4664,110223.9105,16616.2227,0.7542,8.794724196515192,25.187149047851562,42.20779800415039
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9154,0.7048,0.3341,0.7268,0.7665,0.3026,124618.197,16673.1016,0.7442,8.993920950815244,24.790557861328125,42.304969787597656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9211,0.7214,0.3424,0.7335,0.7756,0.304,118343.6019,16701.082,0.7533,8.973948424740117,25.02043914794922,42.286766052246094
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9263,0.746,0.3279,0.7508,0.769,0.323,110563.0517,16728.5703,0.7677,8.98356403264199,25.61083221435547,42.847511291503906
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9251,0.7453,0.3233,0.7512,0.7661,0.3226,110734.3498,16721.1719,0.7676,8.9692860113014,25.624221801757812,42.88025665283203
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9209,0.745,0.3196,0.7482,0.76,0.3219,111250.8326,16734.6289,0.7653,8.958958463509848,25.520286560058594,42.881771087646484
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9278,0.7253,0.3255,0.7527,0.7681,0.3167,118650.5792,16711.7754,0.7695,8.975343553900764,25.67313575744629,42.862220764160156
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9269,0.7584,0.3248,0.7547,0.7673,0.3251,106001.8038,16713.1191,0.7731,8.96793225551809,25.743358612060547,42.845542907714844
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9263,0.746,0.3279,0.7508,0.769,0.323,110563.0517,16728.5703,0.7677,8.98356403264199,25.61083221435547,42.847511291503906
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9324,0.7929,0.3306,0.7594,0.7777,0.3381,92719.3325,16693.7148,0.7771,8.848526588859809,25.901695251464844,43.06514358520508
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9292,0.7894,0.3269,0.7573,0.7739,0.3381,94057.5125,16738.0918,0.7753,8.939795048334243,25.83029556274414,43.13968276977539
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9293,0.7897,0.3282,0.7524,0.7728,0.3378,94361.4195,16716.043,0.7682,8.971403967453803,25.665279388427734,43.093196868896484
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9284,0.689,0.3281,0.7556,0.773,0.305,134027.2596,16665.6934,0.7744,8.955356134250426,25.774738311767578,43.043983459472656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9282,0.7749,0.3279,0.7526,0.7727,0.336,99718.1034,16724.7422,0.7692,8.974339013971404,25.67144012451172,43.095245361328125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9336,0.7904,0.3266,0.7642,0.7743,0.3346,93586.4803,16638.873,0.776,8.837514729109055,26.06710433959961,43.069435119628906
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9295,0.7718,0.3239,0.7559,0.7713,0.3308,100991.4897,16686.0684,0.7692,8.953963022035472,25.782249450683594,43.128684997558594
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9298,0.7904,0.326,0.7544,0.7731,0.3374,93441.9901,16706.9766,0.7698,8.95350417904119,25.733112335205078,43.11268615722656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9294,0.7887,0.3269,0.7551,0.7732,0.3367,94261.6935,16729.1914,0.7719,8.96194060271386,25.75632095336914,43.1233024597168
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9282,0.7749,0.3279,0.7526,0.7727,0.336,99718.1034,16724.7422,0.7692,8.974339013971404,25.67144012451172,43.095245361328125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9113,0.702,0.3295,0.7211,0.7581,0.4533,124072.559,16603.8574,0.7271,8.807396848281643,24.595561981201172,42.21149444580078
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9128,0.7379,0.3338,0.7177,0.765,0.466,110494.0043,16714.3867,0.7291,8.803637639200513,24.48038101196289,42.34649658203125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9105,0.7108,0.3329,0.7186,0.7518,0.4924,118270.6529,16480.3926,0.715,8.749779461342754,24.51222801208496,42.03506851196289
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9086,0.7238,0.3305,0.7111,0.7595,0.4657,116050.507,16681.8184,0.72,8.796307057750976,24.256378173828125,42.30940246582031
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9256,0.7253,0.3244,0.7494,0.7664,0.3167,118894.9357,16733.2949,0.7667,8.973317535010022,25.560779571533203,42.88164138793945
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9239,0.7446,0.3225,0.7505,0.7638,0.3205,111449.8402,16733.3691,0.7677,8.967606681355726,25.600156784057617,42.867610931396484
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9268,0.7231,0.3244,0.754,0.7663,0.3124,119553.5885,16698.9277,0.7691,8.971268829201088,25.72045135498047,42.8643798828125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9268,0.7253,0.3282,0.7521,0.7696,0.3163,118836.6523,16731.6621,0.771,8.98465075390807,25.6547908782959,42.84731674194336
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9282,0.7749,0.3279,0.7526,0.7727,0.336,99718.1034,16724.7422,0.7692,8.974339013971404,25.67144012451172,43.095245361328125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9297,0.776,0.3304,0.7535,0.7745,0.3374,99810.4618,16711.1934,0.7697,8.964679348489012,25.701168060302734,43.053863525390625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9274,0.7767,0.3243,0.7527,0.7701,0.3381,98771.5601,16681.7344,0.7677,8.969943094011432,25.67406463623047,43.075660705566406
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.931,0.7911,0.3296,0.7572,0.7757,0.3381,93730.7068,16703.6992,0.7743,8.914181243503903,25.829044342041016,43.07313537597656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9323,0.7855,0.3299,0.7569,0.7779,0.3389,94592.2473,16704.4199,0.7735,8.8945767662069,25.81858253479004,43.090538024902344
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9307,0.7763,0.3297,0.7569,0.7779,0.3378,99717.1197,16663.9844,0.7742,8.911662545038354,25.81625747680664,43.05343246459961
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9297,0.776,0.3304,0.7535,0.7745,0.3374,99810.4618,16711.1934,0.7697,8.964679348489012,25.701168060302734,43.053863525390625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.92,0.7418,0.3406,0.7315,0.7733,0.4671,109557.7302,16620.668,0.7449,8.784775219879158,24.95206642150879,42.17188262939453
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9177,0.7048,0.3397,0.7237,0.7716,0.3026,124726.7601,16699.6973,0.7398,8.991305442942316,24.685596466064453,42.29090881347656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9203,0.7372,0.3389,0.7356,0.7726,0.4664,110915.6192,16699.3633,0.7553,8.79357654685406,25.090919494628906,42.308013916015625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9136,0.7034,0.3352,0.7179,0.7663,0.3026,125322.7887,16712.5371,0.7324,8.996271789345244,24.488300323486328,42.331451416015625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9281,0.7221,0.3279,0.7539,0.7704,0.3128,119022.9408,16709.0703,0.7721,8.982401593942468,25.715185165405273,42.83489227294922
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9235,0.7418,0.3241,0.7501,0.7647,0.3202,112725.6021,16689.127,0.768,8.969782175371355,25.585487365722656,42.80572509765625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.929,0.7224,0.3297,0.7548,0.7717,0.3131,118923.2302,16763.2871,0.7742,8.97578894820304,25.74737548828125,42.8845329284668
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.926,0.7291,0.326,0.7525,0.7665,0.3135,115095.117,16656.5801,0.7711,8.973557258607293,25.6668643951416,42.772491455078125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9297,0.776,0.3304,0.7535,0.7745,0.3374,99810.4618,16711.1934,0.7697,8.964679348489012,25.701168060302734,43.053863525390625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9324,0.7929,0.3306,0.7594,0.7777,0.3381,92719.3325,16693.7148,0.7771,8.848526588859809,25.901695251464844,43.06514358520508
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9292,0.7894,0.3269,0.7573,0.7739,0.3381,94057.5125,16738.0918,0.7753,8.939795048334243,25.83029556274414,43.13968276977539
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9293,0.7897,0.3282,0.7524,0.7728,0.3378,94361.4195,16716.043,0.7682,8.971403967453803,25.665279388427734,43.093196868896484
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9284,0.689,0.3281,0.7556,0.773,0.305,134027.2596,16665.6934,0.7744,8.955356134250426,25.774738311767578,43.043983459472656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9211,0.7214,0.3424,0.7335,0.7756,0.304,118343.6019,16701.082,0.7533,8.973948424740117,25.02043914794922,42.286766052246094
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9263,0.746,0.3279,0.7508,0.769,0.323,110563.0517,16728.5703,0.7677,8.98356403264199,25.61083221435547,42.847511291503906
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9025,0.751,0.3284,0.7038,0.6972,0.2416,103074.8333,16947.875,0.7107,8.987840488546585,24.00605010986328,38.99573516845703
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9017,0.7464,0.3288,0.7048,0.6953,0.2409,103808.5319,16953.1348,0.7116,8.98904370473239,24.041221618652344,38.921852111816406
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9025,0.7478,0.3278,0.7048,0.6984,0.2413,103646.2131,16956.4961,0.7121,8.986035664267876,24.041290283203125,39.03675842285156
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9019,0.7464,0.329,0.7046,0.6957,0.2427,104316.1628,16965.1953,0.7113,8.989645312825292,24.034278869628906,38.946659088134766
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8983,0.721,0.3216,0.6986,0.6906,0.2349,111478.1552,16954.0469,0.7035,8.967385813387885,23.829458236694336,39.05961227416992
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9025,0.751,0.3284,0.7038,0.6972,0.2416,103074.8333,16947.875,0.7107,8.987840488546585,24.00605010986328,38.99573516845703
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.8406,0.5213,0.3601,0.5935,0.603,0.1543,164966.8697,16926.0156,0.5644,9.0,20.243022918701172,31.95945930480957
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8438,0.5231,0.3644,0.5977,0.6125,0.1539,164206.9664,16919.2539,0.5743,9.0,20.386188507080078,31.889421463012695
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8408,0.5224,0.3613,0.5925,0.6024,0.1539,164857.8343,16912.8398,0.5643,9.0,20.21172332763672,31.939664840698242
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8402,0.5203,0.3594,0.5923,0.6017,0.1539,164826.3703,16924.8535,0.5643,9.0,20.20431900024414,31.951772689819336
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.8948,0.6601,0.3247,0.6968,0.6869,0.2011,134957.1225,16965.5469,0.7052,8.97671073882788,23.769489288330078,38.6386833190918
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8917,0.6862,0.3178,0.692,0.6813,0.2184,127297.8202,16955.8086,0.6984,8.95595525962273,23.60444450378418,38.72738265991211
