,"('V_CO', 'day')","('V_CO', 'night')","('V_PE1', 'day')","('V_PE1', 'night')","('V_PE2', 'day')","('V_PE2', 'night')","('CV3', 'day')","('CV3', 'night')",1,2,3,4,5,6,7,8,9
211,1,1,0,1,0,0,1,1,0.623,0.1229,0.4726,0.3896,0.3551,0.0747,288982.8616,399.3251,0.3087
212,1,1,0,1,0,1,0,0,0.6215,0.267,0.4706,0.3925,0.3527,0.0778,261588.2507,326.5948,0.3024
213,1,1,0,1,0,1,0,1,0.6299,0.2955,0.4813,0.3995,0.3634,0.0785,248857.9019,332.6929,0.3242
214,1,1,0,1,0,1,1,0,0.625,0.2804,0.4723,0.3935,0.3549,0.0782,252034.3349,338.8558,0.3121
215,1,1,0,1,0,1,1,1,0.6294,0.2818,0.4761,0.4044,0.3571,0.0778,254302.7483,356.2495,0.3237
216,1,1,0,1,1,0,0,0,0.6225,0.2441,0.4702,0.3982,0.3525,0.0778,267932.4282,364.2134,0.3166
217,1,1,0,1,1,0,0,1,0.6151,0.2409,0.4642,0.3805,0.3465,0.0775,268365.6897,303.4995,0.2895
218,1,1,0,1,1,0,1,0,0.627,0.3068,0.4767,0.4017,0.3557,0.0778,247296.4789,332.5881,0.3185
219,1,1,0,1,1,0,1,1,0.6246,0.3047,0.4757,0.3954,0.3543,0.0785,246824.9507,332.3878,0.3085
220,1,1,0,1,1,1,0,0,0.6275,0.2684,0.4752,0.4004,0.3574,0.0778,260573.8744,320.8707,0.3235
221,1,1,0,1,1,1,0,1,0.6253,0.2983,0.4782,0.3959,0.3564,0.08,248164.8388,326.5684,0.3198
222,1,1,0,1,1,1,1,0,0.6312,0.292,0.48,0.4059,0.3599,0.0778,250947.5387,338.6916,0.3266
223,1,1,0,1,1,1,1,1,0.6313,0.1405,0.4815,0.4017,0.361,0.0782,279410.4478,344.5499,0.3272
224,1,1,1,0,0,0,0,0,0.6235,0.2864,0.4723,0.3904,0.3555,0.0778,254237.1641,489.3871,0.3125
225,1,1,1,0,0,0,0,1,0.6196,0.2888,0.4722,0.3883,0.3515,0.08,251381.0576,357.0402,0.3105
226,1,1,1,0,0,0,1,0,0.6191,0.2716,0.4677,0.3912,0.3497,0.0778,257246.8399,428.9477,0.3075
227,1,1,1,0,0,0,1,1,0.6311,0.2994,0.4795,0.4023,0.3591,0.0785,246014.2637,320.898,0.3283
228,1,1,1,0,0,1,0,0,0.6251,0.3103,0.4761,0.397,0.3552,0.08,243437.5766,327.2453,0.3199
229,1,1,1,0,0,1,0,1,0.6255,0.1983,0.4795,0.4,0.3561,0.075,272598.9928,337.9053,0.3186
230,1,1,1,0,0,1,1,0,0.6201,0.298,0.4704,0.3917,0.3478,0.0782,249484.0227,326.5273,0.2995
231,1,1,1,0,0,1,1,1,0.6226,0.1374,0.4708,0.3909,0.3509,0.075,280674.7876,345.6208,0.3056
232,1,1,1,0,1,0,0,0,0.6352,0.317,0.4802,0.411,0.3636,0.0814,242903.9352,443.2289,0.3352
233,1,1,1,0,1,0,0,1,0.6208,0.3012,0.4733,0.3869,0.353,0.081,246346.7787,326.1589,0.3044
234,1,1,1,0,1,0,1,0,0.6281,0.3012,0.4783,0.4005,0.3582,0.0785,248230.8094,421.9361,0.3222
235,1,1,1,0,1,0,1,1,0.6233,0.305,0.4728,0.3906,0.3528,0.0778,244007.277,326.4722,0.3112
236,1,1,1,0,1,1,0,0,0.6325,0.3019,0.4819,0.4055,0.3611,0.0807,246383.0295,339.6471,0.336
237,1,1,1,0,1,1,0,1,0.6212,0.3156,0.4692,0.3946,0.3497,0.0831,242901.6471,310.6854,0.302
238,1,1,1,0,1,1,1,0,0.6242,0.3089,0.4755,0.3882,0.3556,0.0803,245176.5802,308.5188,0.3068
239,1,1,1,0,1,1,1,1,0.6283,0.3153,0.4785,0.3947,0.3575,0.08,241117.7099,314.5082,0.3198
240,1,1,1,1,0,0,0,0,0.6262,0.3033,0.4787,0.3975,0.3562,0.0807,246328.8556,346.0165,0.3188
241,1,1,1,1,0,0,0,1,0.6208,0.2409,0.4721,0.3818,0.3525,0.0764,269204.1877,335.4229,0.2987
242,1,1,1,1,0,0,1,0,0.6227,0.2381,0.4705,0.3875,0.3519,0.0764,269683.4091,334.247,0.295
243,1,1,1,1,0,0,1,1,0.6208,0.2698,0.4714,0.391,0.3493,0.0778,257585.4768,315.2243,0.3021
244,1,1,1,1,0,1,0,0,0.6202,0.2814,0.4705,0.3882,0.3505,0.08,252972.3669,345.1461,0.2994
245,1,1,1,1,0,1,0,1,0.6285,0.2945,0.4791,0.3998,0.3574,0.0803,247594.485,321.6551,0.3208
246,1,1,1,1,0,1,1,0,0.6252,0.3082,0.4744,0.3918,0.3549,0.0793,244558.6977,315.4933,0.3052
247,1,1,1,1,0,1,1,1,0.6237,0.285,0.4717,0.3946,0.3516,0.0793,251956.4634,316.8011,0.3018
248,1,1,1,1,1,0,0,0,0.6244,0.2751,0.4722,0.3938,0.3534,0.08,253804.4705,322.4718,0.31
249,1,1,1,1,1,0,0,1,0.6262,0.31,0.4748,0.3961,0.3555,0.081,243895.3822,303.7076,0.3189
250,1,1,1,1,1,0,1,0,0.6303,0.3054,0.4796,0.3974,0.3599,0.08,245621.274,322.3215,0.3178
251,1,1,1,1,1,0,1,1,0.6213,0.2857,0.4727,0.3862,0.3505,0.0796,251651.7364,303.3035,0.291
252,1,1,1,1,1,1,0,0,0.6281,0.2476,0.4791,0.4017,0.3551,0.0764,265550.8441,303.7255,0.3206
253,1,1,1,1,1,1,0,1,0.6241,0.2895,0.4731,0.4008,0.3502,0.0789,251125.0916,298.0634,0.3124
254,1,1,1,1,1,1,1,0,0.621,0.3276,0.4737,0.3894,0.3494,0.0842,236369.2308,309.597,0.3038
255,1,1,1,1,1,1,1,1,0.6343,0.2621,0.483,0.4048,0.3632,0.0793,259757.5158,334.6875,0.3263
