,"('V_CO', 'day')","('V_CO', 'night')","('V_PE1', 'day')","('V_PE1', 'night')","('V_PE2', 'day')","('V_PE2', 'night')","('CV3', 'day')","('CV3', 'night')",1,2,3,4,5,6,7,8,9
201,1,1,0,0,1,0,0,1,0.9335,0.8158,0.3313,0.7497,0.7844,0.571,82007.6426,16768.4355,0.769
202,1,1,0,0,1,0,1,0,0.9291,0.8302,0.3287,0.7405,0.7765,0.5784,75378.5679,16349.71,0.756
203,1,1,0,0,1,0,1,1,0.931,0.833,0.327,0.7447,0.7788,0.5798,74612.6883,16631.9648,0.7606
204,1,1,0,0,1,1,0,0,0.9349,0.8158,0.333,0.7542,0.7874,0.5713,82003.6233,16768.4961,0.775
205,1,1,0,0,1,1,0,1,0.9332,0.8147,0.3309,0.7507,0.7842,0.571,82139.2977,16768.8691,0.77
206,1,1,0,0,1,1,1,0,0.9322,0.8341,0.3285,0.7476,0.7814,0.5805,74267.2803,16683.2598,0.7646
207,1,1,0,0,1,1,1,1,0.9327,0.8341,0.3289,0.7495,0.7816,0.5805,74293.3722,16666.1445,0.7672
208,1,1,0,1,0,0,0,0,0.9301,0.7869,0.3414,0.7386,0.786,0.5622,91975.2433,16287.9014,0.7664
209,1,1,0,1,0,0,0,1,0.9285,0.7865,0.3393,0.7356,0.7834,0.5622,91918.0795,16288.5557,0.7624
210,1,1,0,1,0,0,1,0,0.9278,0.7887,0.3319,0.7381,0.7825,0.5646,91797.8026,17230.8359,0.7566
211,1,1,0,1,0,0,1,1,0.9269,0.7887,0.3304,0.737,0.7809,0.5646,91564.7741,17231.5234,0.7549
212,1,1,0,1,0,1,0,0,0.9275,0.7869,0.3387,0.7326,0.7824,0.5622,91990.2586,16339.7871,0.7581
213,1,1,0,1,0,1,0,1,0.9285,0.7865,0.3391,0.7355,0.7831,0.5618,91937.7752,16288.666,0.7624
214,1,1,0,1,0,1,1,0,0.9285,0.7887,0.333,0.7395,0.784,0.5646,91824.2791,17230.7051,0.7585
215,1,1,0,1,0,1,1,1,0.9262,0.7887,0.3295,0.7352,0.7796,0.5646,91561.448,17231.668,0.7525
216,1,1,0,1,1,0,0,0,0.9321,0.8094,0.3305,0.7505,0.7835,0.5706,84654.4457,16819.9102,0.7697
217,1,1,0,1,1,0,0,1,0.9319,0.8091,0.3296,0.7532,0.7832,0.5703,84656.1864,16889.375,0.7731
218,1,1,0,1,1,0,1,0,0.9336,0.8278,0.3312,0.7542,0.7846,0.5784,77345.4557,16768.498,0.7735
219,1,1,0,1,1,0,1,1,0.9334,0.8278,0.3303,0.7554,0.784,0.5784,77268.7217,16769.1641,0.7749
220,1,1,0,1,1,1,0,0,0.9325,0.8094,0.3309,0.7524,0.7844,0.5706,84679.9823,16820.0938,0.7722
221,1,1,0,1,1,1,0,1,0.9318,0.8091,0.3293,0.7532,0.7829,0.5703,84658.2161,16889.5156,0.7732
222,1,1,0,1,1,1,1,0,0.933,0.8278,0.3302,0.7542,0.7837,0.5784,77379.0865,16768.873,0.7732
223,1,1,0,1,1,1,1,1,0.9334,0.8278,0.3301,0.7555,0.7837,0.5784,77272.757,16769.252,0.7749
224,1,1,1,0,0,0,0,0,0.9268,0.8094,0.3319,0.7406,0.7797,0.572,84551.1742,16468.2441,0.752
225,1,1,1,0,0,0,0,1,0.9299,0.8101,0.3305,0.752,0.7839,0.5727,84358.4462,16768.3613,0.7675
226,1,1,1,0,0,0,1,0,0.9264,0.8147,0.3297,0.7434,0.778,0.5727,82414.0347,16418.0918,0.7548
227,1,1,1,0,0,0,1,1,0.9278,0.8158,0.3275,0.7455,0.7792,0.5745,82183.5558,16751.6289,0.7567
228,1,1,1,0,0,1,0,0,0.9302,0.8101,0.3306,0.7541,0.7849,0.5731,84383.177,16768.8027,0.7705
229,1,1,1,0,0,1,0,1,0.9289,0.8101,0.3288,0.7522,0.7822,0.5727,84369.3597,16769.0938,0.7678
230,1,1,1,0,0,1,1,0,0.9304,0.8165,0.3301,0.7524,0.7839,0.5745,82146.9329,16768.793,0.7666
231,1,1,1,0,0,1,1,1,0.9287,0.8158,0.3281,0.749,0.7808,0.5741,82280.4505,16769.2246,0.7617
232,1,1,1,0,1,0,0,0,0.9272,0.8091,0.3321,0.7419,0.7801,0.5724,84520.4538,16468.5508,0.753
233,1,1,1,0,1,0,0,1,0.9293,0.8101,0.3297,0.749,0.7825,0.5727,84377.394,16768.5371,0.7623
234,1,1,1,0,1,0,1,0,0.927,0.7957,0.3285,0.748,0.7772,0.5615,90833.3275,16212.6953,0.7597
235,1,1,1,0,1,0,1,1,0.9281,0.8376,0.3253,0.7498,0.7776,0.5865,72849.3643,16546.4941,0.7605
236,1,1,1,0,1,1,0,0,0.931,0.8066,0.3314,0.7536,0.7858,0.5724,86249.5427,16768.7266,0.7685
237,1,1,1,0,1,1,0,1,0.9296,0.8101,0.3301,0.751,0.7829,0.5731,84387.2877,16768.6426,0.7648
238,1,1,1,0,1,1,1,0,0.9292,0.8383,0.3272,0.7508,0.7802,0.5868,72465.2238,16494.4258,0.7618
239,1,1,1,0,1,1,1,1,0.9286,0.8383,0.3262,0.75,0.7785,0.5865,72576.8337,16563.3457,0.7606
240,1,1,1,1,0,0,0,0,0.928,0.8101,0.3298,0.7494,0.7823,0.5731,84373.5555,16888.2715,0.763
241,1,1,1,1,0,0,0,1,0.9271,0.8101,0.3282,0.7485,0.7805,0.5727,84393.1648,16940.168,0.7615
242,1,1,1,1,0,0,1,0,0.9291,0.8165,0.3302,0.7513,0.7829,0.5741,82132.6454,16768.1895,0.7645
243,1,1,1,1,0,0,1,1,0.9289,0.8165,0.3292,0.7533,0.7823,0.5741,82132.7535,16769.0586,0.767
244,1,1,1,1,0,1,0,0,0.9274,0.8098,0.3286,0.7499,0.7815,0.5731,84426.7457,16888.7754,0.7634
245,1,1,1,1,0,1,0,1,0.9283,0.8101,0.3296,0.7502,0.7824,0.5724,84395.4393,16934.5508,0.7637
246,1,1,1,1,0,1,1,0,0.9306,0.8165,0.332,0.7545,0.7856,0.5741,82132.8904,16767.9531,0.7689
247,1,1,1,1,0,1,1,1,0.9288,0.8165,0.329,0.7537,0.7821,0.5741,82131.1667,16769.1504,0.7676
248,1,1,1,1,1,0,0,0,0.929,0.8101,0.3306,0.7519,0.7835,0.5731,84390.2243,16888.2383,0.7655
249,1,1,1,1,1,0,0,1,0.9274,0.8101,0.3282,0.7507,0.7808,0.5731,84378.6403,16940.6934,0.7637
250,1,1,1,1,1,0,1,0,0.9307,0.8387,0.3298,0.7563,0.7831,0.5875,72089.303,16579.541,0.7692
251,1,1,1,1,1,0,1,1,0.9288,0.8383,0.3272,0.7528,0.78,0.5872,72142.4914,16580.4414,0.7638
252,1,1,1,1,1,1,0,0,0.9291,0.8101,0.3306,0.7524,0.7839,0.5727,84385.2679,16888.3828,0.766
253,1,1,1,1,1,1,0,1,0.9276,0.8101,0.3281,0.7512,0.7808,0.5731,84392.7548,16940.8242,0.7643
254,1,1,1,1,1,1,1,0,0.9301,0.839,0.3291,0.7547,0.7824,0.5872,72088.4655,16579.7266,0.7667
255,1,1,1,1,1,1,1,1,0.9288,0.8383,0.3271,0.7528,0.7798,0.5872,72138.0823,16580.6133,0.7638
