,"('CV1', 'day')","('CV1', 'night')","('CV6', 'day')","('CV6', 'night')","('CV12', 'day')","('CV12', 'night')","('V_TR', 'day')","('V_TR', 'night')",1,2,3,4,5,6,7,8,9
199,1,1,0,0,0,1,1,1,0.9457,0.7126,0.2642,0.8036,0.8298,0.2945,104474.7863,15257.5547,0.8242
200,1,1,0,0,1,0,0,0,0.9577,0.764,0.2812,0.8311,0.8493,0.3262,92402.1049,15076.3672,0.8545
201,1,1,0,0,1,0,0,1,0.9537,0.7644,0.2801,0.8261,0.8437,0.3262,92318.6866,14967.4766,0.8485
202,1,1,0,0,1,0,1,0,0.9498,0.8154,0.2743,0.8061,0.8395,0.3864,80580.8019,15078.752,0.826
203,1,1,0,0,1,0,1,1,0.9477,0.8116,0.2739,0.8047,0.8363,0.3853,82706.6978,14995.4844,0.8245
204,1,1,0,0,1,1,0,0,0.9572,0.8637,0.2742,0.8248,0.8477,0.6196,63109.0469,15318.4062,0.8455
205,1,1,0,0,1,1,0,1,0.9524,0.864,0.2618,0.8222,0.8349,0.6206,62994.1511,15382.124,0.8418
206,1,1,0,0,1,1,1,0,0.9469,0.8644,0.263,0.7989,0.8318,0.627,62992.7073,15456.2383,0.8154
207,1,1,0,0,1,1,1,1,0.942,0.8654,0.2526,0.7936,0.819,0.6294,62598.7441,15470.5771,0.8085
208,1,1,0,1,0,0,0,0,0.9567,0.7034,0.2842,0.8289,0.8491,0.2938,106572.5656,15471.8574,0.8587
209,1,1,0,1,0,0,0,1,0.9535,0.7083,0.2817,0.825,0.8437,0.2945,105207.4724,15396.8682,0.8536
210,1,1,0,1,0,0,1,0,0.9544,0.7193,0.2885,0.8193,0.8523,0.3012,102998.6558,15358.96,0.8448
211,1,1,0,1,0,0,1,1,0.9503,0.7221,0.286,0.812,0.8463,0.3015,102331.9608,15263.7158,0.8354
212,1,1,0,1,0,1,0,0,0.9554,0.7024,0.2738,0.8256,0.8438,0.292,106914.2112,15772.8633,0.8552
213,1,1,0,1,0,1,0,1,0.9515,0.7017,0.2624,0.8203,0.8317,0.2931,107050.1263,15791.6982,0.8494
214,1,1,0,1,0,1,1,0,0.9525,0.7119,0.2722,0.8141,0.8442,0.2948,104708.9423,15711.7754,0.8394
215,1,1,0,1,0,1,1,1,0.9474,0.7098,0.2616,0.8027,0.8313,0.2945,105086.3774,15652.9756,0.8239
216,1,1,0,1,1,0,0,0,0.9573,0.7644,0.2804,0.8296,0.8485,0.3262,92377.2459,15498.4229,0.8526
217,1,1,0,1,1,0,0,1,0.9541,0.7644,0.2773,0.8263,0.8431,0.3262,92300.8866,15488.4375,0.8488
218,1,1,0,1,1,0,1,0,0.9499,0.8154,0.2744,0.807,0.8397,0.3871,80541.1592,15533.8994,0.8272
219,1,1,0,1,1,0,1,1,0.9473,0.8154,0.2718,0.8039,0.8354,0.3864,80618.6994,15509.3652,0.8234
220,1,1,0,1,1,1,0,0,0.9572,0.8637,0.2723,0.8243,0.8469,0.6192,63147.0682,15774.2764,0.8449
221,1,1,0,1,1,1,0,1,0.9532,0.8637,0.26,0.8236,0.8354,0.6199,63097.9629,15845.9697,0.8437
222,1,1,0,1,1,1,1,0,0.9456,0.8658,0.2584,0.7976,0.8292,0.6287,62612.0927,15962.835,0.8133
223,1,1,0,1,1,1,1,1,0.9438,0.8658,0.2516,0.7948,0.8209,0.6302,62488.7561,15969.2754,0.8103
224,1,1,1,0,0,0,0,0,0.9569,0.7055,0.2823,0.8295,0.8491,0.2945,106008.3385,16184.3467,0.8574
225,1,1,1,0,0,0,0,1,0.9557,0.7108,0.2813,0.8287,0.8481,0.2952,104457.9973,16117.6309,0.8547
226,1,1,1,0,0,0,1,0,0.9535,0.7182,0.2834,0.8173,0.8501,0.3033,103396.9403,16139.2129,0.8413
227,1,1,1,0,0,0,1,1,0.9527,0.7242,0.2879,0.8177,0.8503,0.3015,102134.5455,15998.7334,0.8424
228,1,1,1,0,0,1,0,0,0.9573,0.7017,0.2723,0.8265,0.8476,0.2938,107011.3544,16539.2715,0.85
229,1,1,1,0,0,1,0,1,0.9504,0.7002,0.2577,0.8183,0.8304,0.2941,107438.8216,16510.6484,0.8434
230,1,1,1,0,0,1,1,0,0.9539,0.7453,0.2758,0.819,0.8478,0.3089,96880.0892,16481.8848,0.8428
231,1,1,1,0,0,1,1,1,0.947,0.714,0.2623,0.8068,0.8308,0.2952,104294.508,16484.9238,0.8298
232,1,1,1,0,1,0,0,0,0.9573,0.7651,0.2758,0.8293,0.8476,0.3315,91543.1127,16304.6318,0.8513
233,1,1,1,0,1,0,0,1,0.9541,0.7654,0.2735,0.8242,0.842,0.3318,91266.6132,16242.7275,0.8451
234,1,1,1,0,1,0,1,0,0.9491,0.8158,0.2678,0.8047,0.8371,0.3871,80476.0992,16305.2344,0.8235
235,1,1,1,0,1,0,1,1,0.9468,0.8158,0.2652,0.8023,0.8326,0.3871,80469.7671,16284.4453,0.8207
236,1,1,1,0,1,1,0,0,0.9581,0.8633,0.2694,0.8292,0.8483,0.6249,62704.4578,16585.5898,0.8496
237,1,1,1,0,1,1,0,1,0.9537,0.8686,0.2561,0.824,0.8365,0.6337,60504.7861,16576.3555,0.8433
238,1,1,1,0,1,1,1,0,0.9473,0.8654,0.2561,0.8001,0.8316,0.6344,62509.3795,16682.8184,0.8166
239,1,1,1,0,1,1,1,1,0.9436,0.8662,0.2466,0.7951,0.821,0.6347,62594.6192,16651.8711,0.8099
240,1,1,1,1,0,0,0,0,0.9568,0.7055,0.2814,0.8293,0.8487,0.2948,105965.6634,16664.793,0.8573
241,1,1,1,1,0,0,0,1,0.9548,0.7203,0.2771,0.8263,0.8447,0.2966,101813.6475,16678.8184,0.8536
242,1,1,1,1,0,0,1,0,0.9551,0.7263,0.2861,0.8212,0.8527,0.3061,101371.9613,16597.6992,0.8461
243,1,1,1,1,0,0,1,1,0.9548,0.7231,0.2895,0.8198,0.8531,0.3036,102042.2742,16467.3242,0.8457
244,1,1,1,1,0,1,0,0,0.9566,0.7017,0.2715,0.8268,0.8452,0.2934,106916.3266,16974.4551,0.8548
245,1,1,1,1,0,1,0,1,0.9527,0.7031,0.2598,0.8217,0.8335,0.2941,106625.6991,17000.832,0.8485
246,1,1,1,1,0,1,1,0,0.9534,0.7091,0.2704,0.8151,0.8437,0.2945,106712.7697,17049.0215,0.8424
247,1,1,1,1,0,1,1,1,0.946,0.7098,0.2569,0.8,0.8273,0.2945,105006.3712,17017.6738,0.8199
248,1,1,1,1,1,0,0,0,0.9573,0.7647,0.2763,0.8293,0.8474,0.3315,91570.5858,16738.5,0.8513
249,1,1,1,1,1,0,0,1,0.9548,0.7654,0.2745,0.8273,0.843,0.3318,91519.7055,16705.9336,0.8494
250,1,1,1,1,1,0,1,0,0.9487,0.8158,0.2682,0.8053,0.8364,0.3875,80461.0033,16781.584,0.8241
251,1,1,1,1,1,0,1,1,0.9462,0.8158,0.2656,0.8014,0.8317,0.3871,80466.2392,16763.9062,0.8193
252,1,1,1,1,1,1,0,0,0.9579,0.8647,0.2699,0.8259,0.8473,0.6238,62304.2012,17022.168,0.8461
253,1,1,1,1,1,1,0,1,0.9534,0.8647,0.2569,0.8235,0.8344,0.6245,62227.6326,17084.9512,0.8427
254,1,1,1,1,1,1,1,0,0.9491,0.8672,0.2593,0.8015,0.8332,0.634,61482.456,17188.1074,0.8191
255,1,1,1,1,1,1,1,1,0.9442,0.8672,0.2488,0.7955,0.8201,0.6344,61483.5327,17212.8535,0.8113
