,"('CV1', 'day')","('CV1', 'night')","('CV6', 'day')","('CV6', 'night')","('CV12', 'day')","('CV12', 'night')","('V_TR', 'day')","('V_TR', 'night')",1,2,3,4,5,6,7,8,9
203,1,1,0,0,1,0,1,1,0.9467,0.8024,0.2775,0.7981,0.8285,0.3614,86555.1763,15052.3262,0.8226
204,1,1,0,0,1,1,0,0,0.9525,0.8306,0.2764,0.8095,0.8347,0.5756,77581.2611,15271.6699,0.835
205,1,1,0,0,1,1,0,1,0.9509,0.8306,0.2678,0.8125,0.8271,0.5756,77560.2961,15352.4688,0.8388
206,1,1,0,0,1,1,1,0,0.9454,0.851,0.2689,0.7882,0.8243,0.6013,68490.9137,15459.8203,0.8097
207,1,1,0,0,1,1,1,1,0.9421,0.8507,0.2588,0.7845,0.8126,0.6009,68572.4349,15468.834,0.8048
208,1,1,0,1,0,0,0,0,0.9536,0.69,0.29,0.8204,0.8382,0.2635,113058.0277,15468.3525,0.8673
209,1,1,0,1,0,0,0,1,0.9512,0.696,0.2864,0.8183,0.8341,0.2673,110526.3582,15414.9932,0.8603
210,1,1,0,1,0,0,1,0,0.9522,0.7133,0.2913,0.8045,0.842,0.2733,107548.4319,15427.9131,0.8336
211,1,1,0,1,0,0,1,1,0.9509,0.7203,0.2905,0.8063,0.8397,0.2758,105140.6562,15332.9541,0.8356
212,1,1,0,1,0,1,0,0,0.9525,0.6939,0.2796,0.8134,0.8339,0.267,110947.6079,15683.8447,0.8532
213,1,1,0,1,0,1,0,1,0.9442,0.684,0.2632,0.8014,0.8125,0.2624,113744.8367,15670.3818,0.8418
214,1,1,0,1,0,1,1,0,0.9499,0.7161,0.279,0.801,0.8355,0.2747,106207.0409,15768.5684,0.8283
215,1,1,0,1,0,1,1,1,0.9444,0.7126,0.2654,0.7919,0.8205,0.2737,107135.4933,15751.0039,0.8163
216,1,1,0,1,1,0,0,0,0.9513,0.7291,0.279,0.8141,0.8307,0.2864,107629.9139,15486.3242,0.8433
217,1,1,0,1,1,0,0,1,0.9523,0.7351,0.2808,0.8185,0.833,0.2895,105679.2661,15433.876,0.8483
218,1,1,0,1,1,0,1,0,0.947,0.8024,0.2752,0.7958,0.8287,0.3614,86412.1692,15651.6504,0.8195
219,1,1,0,1,1,0,1,1,0.9472,0.8024,0.2758,0.7987,0.8286,0.3614,86465.5548,15574.7373,0.8234
220,1,1,0,1,1,1,0,0,0.9575,0.8306,0.2803,0.8199,0.8429,0.5756,77593.1434,15641.9736,0.8482
221,1,1,0,1,1,1,0,1,0.9529,0.8316,0.2671,0.8166,0.8294,0.5791,77195.1991,15665.3359,0.8439
222,1,1,0,1,1,1,1,0,0.9427,0.8517,0.2622,0.784,0.8191,0.6013,68206.2469,15967.3213,0.8035
223,1,1,0,1,1,1,1,1,0.9428,0.8514,0.2569,0.7853,0.8133,0.6013,68357.116,15954.6855,0.8058
224,1,1,1,0,0,0,0,0,0.9595,0.6907,0.2938,0.8306,0.8494,0.2645,112786.3631,16169.5303,0.8726
225,1,1,1,0,0,0,0,1,0.9534,0.6886,0.2866,0.8219,0.838,0.2645,113150.2107,16090.4199,0.8613
226,1,1,1,0,0,0,1,0,0.9521,0.7133,0.2915,0.8062,0.8428,0.2733,107528.9912,16100.7998,0.8347
227,1,1,1,0,0,0,1,1,0.9511,0.7133,0.2871,0.808,0.8394,0.2733,107531.056,16102.3369,0.8365
228,1,1,1,0,0,1,0,0,0.9506,0.6943,0.2762,0.8086,0.8289,0.267,111087.6974,16357.6758,0.8506
229,1,1,1,0,0,1,0,1,0.9465,0.6992,0.2634,0.8059,0.8159,0.2677,109941.4424,16395.9805,0.8468
230,1,1,1,0,0,1,1,0,0.9509,0.7168,0.2802,0.8043,0.8375,0.2751,106052.9636,16491.6211,0.831
231,1,1,1,0,0,1,1,1,0.9465,0.7126,0.2678,0.7976,0.8241,0.273,107686.5546,16487.6035,0.8225
232,1,1,1,0,1,0,0,0,0.9524,0.7425,0.2778,0.8136,0.8324,0.3005,100880.8631,16158.208,0.8422
233,1,1,1,0,1,0,0,1,0.9533,0.7341,0.2802,0.8216,0.8347,0.2892,106094.0593,16142.3301,0.8512
234,1,1,1,0,1,0,1,0,0.9506,0.8024,0.275,0.8013,0.8335,0.3614,86688.1346,16370.8818,0.827
235,1,1,1,0,1,0,1,1,0.9468,0.8024,0.2686,0.7958,0.8258,0.3614,86518.1427,16361.9336,0.8195
236,1,1,1,0,1,1,0,0,0.952,0.8313,0.27,0.8082,0.8329,0.5833,77745.1277,16310.2832,0.8322
237,1,1,1,0,1,1,0,1,0.9498,0.8309,0.2614,0.8057,0.8242,0.5798,77481.6149,16456.7461,0.8297
238,1,1,1,0,1,1,1,0,0.9456,0.8549,0.2634,0.7881,0.8231,0.6066,66438.3399,16669.5117,0.8089
239,1,1,1,0,1,1,1,1,0.9425,0.8535,0.2522,0.786,0.812,0.6058,66689.9185,16693.5605,0.8057
240,1,1,1,1,0,0,0,0,0.9572,0.6897,0.2893,0.8259,0.8446,0.2645,112921.6535,16651.4922,0.8666
241,1,1,1,1,0,0,0,1,0.9533,0.6914,0.2867,0.8215,0.8379,0.2645,112622.2948,16538.9258,0.8601
242,1,1,1,1,0,0,1,0,0.9538,0.72,0.2894,0.8072,0.8438,0.2754,105897.3927,16676.4902,0.8362
243,1,1,1,1,0,0,1,1,0.9518,0.7309,0.2882,0.8057,0.84,0.2811,101838.3793,16582.4121,0.8342
244,1,1,1,1,0,1,0,0,0.9504,0.683,0.275,0.8098,0.8284,0.2684,113546.2033,16858.6777,0.8514
245,1,1,1,1,0,1,0,1,0.9463,0.689,0.2618,0.8052,0.8158,0.2568,113235.0877,16832.6172,0.8433
246,1,1,1,1,0,1,1,0,0.9516,0.7161,0.278,0.803,0.8368,0.2747,106226.5166,17022.9102,0.8305
247,1,1,1,1,0,1,1,1,0.9455,0.7147,0.2628,0.7933,0.8205,0.2744,106688.3609,17026.082,0.8178
248,1,1,1,1,1,0,0,0,0.9536,0.7281,0.2797,0.8165,0.8341,0.2839,108199.4858,16594.0664,0.8462
249,1,1,1,1,1,0,0,1,0.9525,0.7341,0.2783,0.8188,0.8326,0.2892,106098.3784,16576.1367,0.8478
250,1,1,1,1,1,0,1,0,0.9494,0.7999,0.2732,0.7996,0.8308,0.361,87742.7038,16895.0488,0.8247
251,1,1,1,1,1,0,1,1,0.9482,0.8024,0.2715,0.7991,0.8279,0.3614,86535.5806,16842.0098,0.8239
252,1,1,1,1,1,1,0,0,0.9578,0.8309,0.2783,0.8188,0.8427,0.5798,77489.7887,16666.2969,0.8464
253,1,1,1,1,1,1,0,1,0.9519,0.832,0.2631,0.8142,0.8267,0.583,77113.5817,16867.8359,0.8401
254,1,1,1,1,1,1,1,0,0.9467,0.8556,0.2645,0.7902,0.8244,0.6076,66154.5041,17211.7754,0.8119
255,1,1,1,1,1,1,1,1,0.943,0.8517,0.2534,0.7859,0.8121,0.6058,67789.3747,17203.8867,0.8065
