,"('V_CO', 'day')","('V_CO', 'night')","('V_G1', 'day')","('V_G1', 'night')","('V_G2', 'day')","('V_G2', 'night')","('V_G3', 'day')","('V_G3', 'night')",1,2,3,4,5,6,7,8,9
211,1,1,0,1,0,0,1,1,0.9422,0.8531,0.2548,0.7785,0.8217,0.6094,67529.9716,17229.5723,0.8118
212,1,1,0,1,0,1,0,0,0.9131,0.8204,0.2693,0.7098,0.8446,0.6337,85115.6719,17249.1875,0.7672
213,1,1,0,1,0,1,0,1,0.9118,0.8204,0.2665,0.7065,0.8402,0.6337,85140.0418,17249.3047,0.764
214,1,1,0,1,0,1,1,0,0.943,0.8531,0.2571,0.7795,0.8258,0.6094,67622.0708,17230.9863,0.8127
215,1,1,0,1,0,1,1,1,0.9418,0.8507,0.2542,0.7768,0.821,0.608,68638.5555,17248.2734,0.8088
216,1,1,0,1,1,0,0,0,0.9443,0.8503,0.2539,0.7907,0.8221,0.6066,69214.0824,17236.3125,0.8183
217,1,1,0,1,1,0,0,1,0.9453,0.8503,0.2539,0.7921,0.8211,0.6066,69210.3335,17235.0879,0.8201
218,1,1,0,1,1,0,1,0,0.946,0.8507,0.2546,0.7963,0.8231,0.6062,68441.9997,17235.9238,0.8228
219,1,1,0,1,1,0,1,1,0.9461,0.8514,0.2537,0.7943,0.8201,0.6062,68302.4515,17234.7988,0.8201
220,1,1,0,1,1,1,0,0,0.9473,0.8503,0.2575,0.7952,0.8272,0.6066,69165.0724,17235.7539,0.8233
221,1,1,0,1,1,1,0,1,0.9465,0.8503,0.255,0.7934,0.8233,0.6066,69127.3023,17235.7188,0.8212
222,1,1,0,1,1,1,1,0,0.9466,0.8507,0.2555,0.7967,0.8239,0.6062,68345.5159,17236.6953,0.8221
223,1,1,0,1,1,1,1,1,0.9463,0.8507,0.2534,0.7957,0.8207,0.6062,68382.001,17236.4941,0.8213
224,1,1,1,0,0,0,0,0,0.92,0.8101,0.255,0.7665,0.8209,0.6083,89275.8493,17258.4355,0.8129
225,1,1,1,0,0,0,0,1,0.9374,0.8433,0.2533,0.7704,0.8189,0.6129,71725.4729,17248.1641,0.8062
226,1,1,1,0,0,0,1,0,0.9216,0.8063,0.2498,0.7786,0.8121,0.602,91458.2867,17228.8828,0.8158
227,1,1,1,0,0,0,1,1,0.9428,0.8507,0.2518,0.7917,0.817,0.6058,68665.0329,17234.0781,0.8203
228,1,1,1,0,0,1,0,0,0.9407,0.8426,0.2563,0.7745,0.8256,0.6111,72231.8126,17213.6211,0.8105
229,1,1,1,0,0,1,0,1,0.9403,0.8422,0.255,0.7746,0.8231,0.6108,72279.8907,17232.5469,0.8108
230,1,1,1,0,0,1,1,0,0.9453,0.851,0.2545,0.7916,0.8217,0.6058,68651.1579,17235.043,0.8184
231,1,1,1,0,0,1,1,1,0.9445,0.8552,0.2526,0.7913,0.8185,0.6104,66517.4499,17235.3008,0.8182
232,1,1,1,0,1,0,0,0,0.9252,0.8063,0.251,0.7899,0.8157,0.6023,91453.4038,17231.1914,0.8259
233,1,1,1,0,1,0,0,1,0.9463,0.8542,0.2533,0.8002,0.8203,0.6087,67287.2768,17218.4922,0.8275
234,1,1,1,0,1,0,1,0,0.9245,0.8042,0.249,0.7885,0.8122,0.602,91932.3695,17232.1172,0.8233
235,1,1,1,0,1,0,1,1,0.9464,0.8549,0.2525,0.801,0.8192,0.6087,66588.8793,17219.0156,0.8284
236,1,1,1,0,1,1,0,0,0.9492,0.8542,0.2561,0.8056,0.8258,0.6087,67308.3148,17220.7461,0.8324
237,1,1,1,0,1,1,0,1,0.9484,0.8538,0.2543,0.8053,0.823,0.6083,67368.826,17220.8281,0.8324
238,1,1,1,0,1,1,1,0,0.9487,0.8545,0.2546,0.8038,0.8236,0.6083,66737.3522,17221.1016,0.8301
239,1,1,1,0,1,1,1,1,0.9479,0.8545,0.253,0.8026,0.8207,0.6083,66798.7868,17220.9609,0.8289
240,1,1,1,1,0,0,0,0,0.942,0.8373,0.2579,0.7742,0.8276,0.6062,73585.7919,17264.9453,0.8111
241,1,1,1,1,0,0,0,1,0.9415,0.8422,0.2556,0.7751,0.8239,0.6108,72284.1879,17231.1367,0.812
242,1,1,1,1,0,0,1,0,0.9451,0.851,0.2539,0.7915,0.8216,0.6058,68624.3602,17234.8203,0.8192
243,1,1,1,1,0,0,1,1,0.9452,0.8499,0.2527,0.7918,0.8188,0.6058,68725.6735,17234.377,0.8195
244,1,1,1,1,0,1,0,0,0.9424,0.8422,0.2583,0.7749,0.8281,0.6108,72345.5442,17232.2031,0.8112
245,1,1,1,1,0,1,0,1,0.9414,0.8401,0.2557,0.7718,0.8237,0.6094,72908.1594,17266.2832,0.8072
246,1,1,1,1,0,1,1,0,0.9461,0.8552,0.255,0.7942,0.8231,0.6104,66510.9139,17235.8652,0.8216
247,1,1,1,1,0,1,1,1,0.9463,0.8552,0.2534,0.7945,0.8209,0.6104,66551.3669,17235.498,0.8224
248,1,1,1,1,1,0,0,0,0.9495,0.8542,0.2568,0.8031,0.8268,0.609,67233.3204,17236.3555,0.8305
249,1,1,1,1,1,0,0,1,0.9496,0.8538,0.2548,0.806,0.8239,0.6083,67379.2866,17219.6445,0.8338
250,1,1,1,1,1,0,1,0,0.9492,0.8549,0.2553,0.8028,0.8247,0.609,66576.1182,17219.7461,0.8298
251,1,1,1,1,1,0,1,1,0.9481,0.8545,0.2526,0.8016,0.8199,0.6083,66806.6161,17220.2754,0.8279
252,1,1,1,1,1,1,0,0,0.9497,0.8538,0.2568,0.8058,0.8268,0.6083,67389.3845,17220.8477,0.8326
253,1,1,1,1,1,1,0,1,0.9488,0.8535,0.2544,0.8026,0.8229,0.6083,67433.3006,17220.5703,0.829
254,1,1,1,1,1,1,1,0,0.9487,0.8535,0.2547,0.8025,0.8236,0.608,66851.6723,17221.4375,0.8283
255,1,1,1,1,1,1,1,1,0.9479,0.8531,0.2524,0.8007,0.8199,0.6076,66903.2969,17221.3223,0.8262
