,"('V_CO', 'day')","('V_CO', 'night')","('V_MV1', 'day')","('V_MV1', 'night')","('V_MV2', 'day')","('V_MV2', 'night')","('CV7', 'day')","('CV7', 'night')","('CV9', 'day')","('CV9', 'night')",1,2,3,4,5,6,7,8,9
197,0,0,1,1,0,0,0,1,0,1,0.8762,0.7062,0.3376,0.667,0.6996,0.435,127193.5272,15205.8613,0.6562
198,0,0,1,1,0,0,0,1,1,0,0.8761,0.7059,0.3378,0.6669,0.6995,0.4333,127341.4469,15205.8428,0.6562
199,0,0,1,1,0,0,0,1,1,1,0.877,0.7175,0.3386,0.6692,0.7007,0.4445,124363.386,15210.9727,0.6579
200,0,0,1,1,0,0,1,0,0,0,0.8794,0.7034,0.3341,0.6747,0.7011,0.4276,128243.1333,15206.0684,0.666
201,0,0,1,1,0,0,1,0,0,1,0.8799,0.7238,0.3343,0.6749,0.702,0.4406,122230.9117,15188.3096,0.6659
202,0,0,1,1,0,0,1,0,1,0,0.8795,0.7172,0.3341,0.6747,0.7007,0.3424,124295.4145,15206.8906,0.6661
203,0,0,1,1,0,0,1,0,1,1,0.8802,0.714,0.3346,0.6756,0.7024,0.4336,124639.7048,15197.334,0.6668
204,0,0,1,1,0,0,1,1,0,0,0.8803,0.714,0.3311,0.6756,0.7031,0.4336,124615.9065,15240.1406,0.6672
205,0,0,1,1,0,0,1,1,0,1,0.8803,0.7133,0.3313,0.6756,0.703,0.4336,124769.8985,15240.1592,0.6672
206,0,0,1,1,0,0,1,1,1,0,0.8803,0.714,0.3313,0.6755,0.703,0.4336,124652.7457,15240.1367,0.6671
207,0,0,1,1,0,0,1,1,1,1,0.8807,0.7189,0.3319,0.6766,0.7036,0.4375,123689.7754,15240.1553,0.6682
208,0,0,1,1,0,1,0,0,0,0,0.8754,0.7069,0.3408,0.6661,0.6976,0.4354,127038.9034,15206.085,0.6549
209,0,0,1,1,0,1,0,0,0,1,0.876,0.7059,0.3379,0.6669,0.6995,0.4329,127561.9155,15205.9268,0.6561
210,0,0,1,1,0,1,0,0,1,0,0.8732,0.3966,0.3405,0.6638,0.6957,0.162,217518.9951,15206.0908,0.6546
211,0,0,1,1,0,1,0,0,1,1,0.8763,0.6552,0.3382,0.6672,0.7003,0.4364,141353.8703,15205.9277,0.656
212,0,0,1,1,0,1,0,1,0,0,0.8762,0.7059,0.3376,0.667,0.6995,0.4297,127813.0356,15205.8643,0.6563
213,0,0,1,1,0,1,0,1,0,1,0.8765,0.7175,0.3372,0.6675,0.7,0.4449,124349.1039,15205.8389,0.6564
214,0,0,1,1,0,1,0,1,1,0,0.8762,0.7055,0.3382,0.6669,0.6995,0.4322,127574.3218,15205.8662,0.6562
215,0,0,1,1,0,1,0,1,1,1,0.8762,0.7055,0.3376,0.667,0.6996,0.4322,127573.2353,15205.8369,0.6563
216,0,0,1,1,0,1,1,0,0,0,0.8805,0.7527,0.3347,0.6772,0.7026,0.4797,110420.9076,15215.9814,0.6678
217,0,0,1,1,0,1,1,0,0,1,0.8805,0.7436,0.3316,0.6764,0.7034,0.4706,112894.3769,15223.0762,0.6672
218,0,0,1,1,0,1,1,0,1,0,0.8798,0.7404,0.3345,0.6752,0.7013,0.4569,114901.3,15206.0928,0.666
219,0,0,1,1,0,1,1,0,1,1,0.8802,0.714,0.3319,0.6755,0.7029,0.4336,124640.2738,15223.0762,0.6671
220,0,0,1,1,0,1,1,1,0,0,0.8807,0.714,0.3317,0.6767,0.7037,0.4336,124624.0068,15240.1611,0.6684
221,0,0,1,1,0,1,1,1,0,1,0.8806,0.6921,0.3309,0.6765,0.7037,0.435,130473.8192,15240.1396,0.6681
222,0,0,1,1,0,1,1,1,1,0,0.8803,0.714,0.3316,0.6756,0.7029,0.4336,124651.0626,15240.1592,0.6671
223,0,0,1,1,0,1,1,1,1,1,0.8803,0.714,0.3312,0.6756,0.7031,0.4336,124631.9646,15240.1328,0.6672
224,0,0,1,1,1,0,0,0,0,0,0.8754,0.7048,0.3411,0.666,0.6977,0.4325,127653.4574,15206.0703,0.6547
225,0,0,1,1,1,0,0,0,0,1,0.8759,0.702,0.3411,0.6666,0.6984,0.4392,131083.3633,15188.3076,0.6549
226,0,0,1,1,1,0,0,0,1,0,0.8793,0.7404,0.3354,0.6749,0.7013,0.4805,115833.4793,15206.0723,0.6646
227,0,0,1,1,1,0,0,0,1,1,0.8793,0.7196,0.3356,0.674,0.7015,0.4417,123853.9594,15188.3096,0.6642
228,0,0,1,1,1,0,0,1,0,0,0.8762,0.7059,0.3377,0.6669,0.6996,0.434,127289.9731,15205.8408,0.6561
229,0,0,1,1,1,0,0,1,0,1,0.8768,0.7045,0.3384,0.6686,0.7003,0.4414,127455.519,15205.8584,0.6576
230,0,0,1,1,1,0,0,1,1,0,0.8797,0.7122,0.3324,0.6748,0.7027,0.4329,125462.5155,15222.9873,0.6657
231,0,0,1,1,1,0,0,1,1,1,0.8797,0.7122,0.3326,0.6748,0.7027,0.4333,125433.9304,15240.1553,0.6657
232,0,0,1,1,1,0,1,0,0,0,0.8794,0.714,0.3342,0.6745,0.7009,0.4336,124631.1297,15206.0703,0.6655
233,0,0,1,1,1,0,1,0,0,1,0.8807,0.7527,0.3351,0.6768,0.7031,0.4797,110374.3652,15188.3125,0.6673
234,0,0,1,1,1,0,1,0,1,0,0.8785,0.4868,0.3333,0.6751,0.7002,0.1648,197778.8077,15206.0645,0.6671
235,0,0,1,1,1,0,1,0,1,1,0.8809,0.7534,0.3346,0.6774,0.7032,0.4805,110134.04,15198.1572,0.6681
236,0,0,1,1,1,0,1,1,0,0,0.8803,0.714,0.3313,0.6756,0.703,0.4336,124662.1612,15240.1387,0.6671
237,0,0,1,1,1,0,1,1,0,1,0.8802,0.714,0.3316,0.6755,0.7029,0.4336,124629.1029,15240.1582,0.667
238,0,0,1,1,1,0,1,1,1,0,0.8805,0.7309,0.331,0.6762,0.7031,0.4516,120282.5488,15240.1436,0.6675
239,0,0,1,1,1,0,1,1,1,1,0.8808,0.7136,0.3317,0.6769,0.7036,0.4336,124660.3689,15240.1602,0.6687
240,0,0,1,1,1,1,0,0,0,0,0.8751,0.7059,0.3409,0.6655,0.6971,0.434,127415.4937,15206.0869,0.654
241,0,0,1,1,1,1,0,0,0,1,0.8768,0.7027,0.338,0.6686,0.7004,0.4424,128511.4716,15205.9326,0.6576
242,0,0,1,1,1,1,0,0,1,0,0.8788,0.7122,0.3355,0.6737,0.7005,0.4333,125422.115,15206.0879,0.6641
243,0,0,1,1,1,1,0,0,1,1,0.8797,0.659,0.3333,0.6755,0.7039,0.4583,144969.4511,15240.209,0.6665
244,0,0,1,1,1,1,0,1,0,0,0.8761,0.7048,0.3379,0.6668,0.6995,0.4325,127628.6258,15205.8643,0.656
245,0,0,1,1,1,1,0,1,0,1,0.876,0.6886,0.3374,0.6666,0.6995,0.3952,133438.8121,15205.8379,0.6561
246,0,0,1,1,1,1,0,1,1,0,0.8798,0.7157,0.3326,0.6749,0.7027,0.4368,124351.8189,15240.1621,0.6657
247,0,0,1,1,1,1,0,1,1,1,0.8798,0.7147,0.3322,0.6749,0.7028,0.4333,125264.3399,15240.1348,0.6658
248,0,0,1,1,1,1,1,0,0,0,0.8795,0.714,0.3347,0.6747,0.7012,0.4336,124668.7748,15206.0889,0.6658
249,0,0,1,1,1,1,1,0,0,1,0.8802,0.714,0.3319,0.6755,0.7029,0.4336,124627.3656,15223.0762,0.667
250,0,0,1,1,1,1,1,0,1,0,0.8795,0.7136,0.3342,0.675,0.7009,0.4336,124655.964,15206.0869,0.6662
251,0,0,1,1,1,1,1,0,1,1,0.8799,0.6309,0.3313,0.675,0.7024,0.2952,149995.6545,15223.0801,0.6678
252,0,0,1,1,1,1,1,1,0,0,0.8807,0.7052,0.3319,0.6765,0.7036,0.4234,127746.2291,15240.1631,0.6683
253,0,0,1,1,1,1,1,1,0,1,0.8803,0.7136,0.3312,0.6756,0.7031,0.4336,124671.648,15240.1348,0.6671
254,0,0,1,1,1,1,1,1,1,0,0.8804,0.7136,0.3313,0.6759,0.703,0.4336,124659.0756,15240.1611,0.6675
255,0,0,1,1,1,1,1,1,1,1,0.8805,0.721,0.3308,0.676,0.7032,0.4396,122919.6382,15240.1348,0.6676
256,0,1,0,0,0,0,0,0,0,0,0.8374,0.6604,0.3252,0.6328,0.6725,0.3836,148925.775,15555.6719,0.5861
257,0,1,0,0,0,0,0,0,0,1,0.8374,0.6432,0.3252,0.6328,0.6722,0.2536,152454.143,15555.666,0.5864
258,0,1,0,0,0,0,0,0,1,0,0.8374,0.6611,0.3252,0.6328,0.6725,0.3846,148687.3826,15555.6719,0.5861
259,0,1,0,0,0,0,0,0,1,1,0.8375,0.6703,0.325,0.633,0.6726,0.4097,144643.2309,15555.6631,0.5861
260,0,1,0,0,0,0,0,1,0,0,0.8532,0.6601,0.3254,0.6347,0.68,0.3836,148990.3047,15540.2803,0.592
261,0,1,0,0,0,0,0,1,0,1,0.853,0.6601,0.3254,0.6345,0.6799,0.3836,149030.6957,15505.9775,0.5917
262,0,1,0,0,0,0,0,1,1,0,0.8536,0.695,0.3252,0.6361,0.6808,0.4294,136609.917,15505.9668,0.5925
263,0,1,0,0,0,0,0,1,1,1,0.8528,0.6418,0.3254,0.6345,0.6798,0.3765,154728.0146,15505.9775,0.5916
264,0,1,0,0,0,0,1,0,0,0,0.8559,0.6481,0.322,0.6382,0.6709,0.3734,152591.0367,15522.2422,0.6096
265,0,1,0,0,0,0,1,0,0,1,0.8559,0.6502,0.3221,0.6384,0.6709,0.3794,151311.3959,15522.2441,0.6096
266,0,1,0,0,0,0,1,0,1,0,0.8569,0.6499,0.323,0.6408,0.6725,0.3794,151329.7178,15573.8457,0.6115
267,0,1,0,0,0,0,1,0,1,1,0.8559,0.6495,0.322,0.6384,0.6709,0.3769,151947.8525,15522.2383,0.6096
268,0,1,0,0,0,0,1,1,0,0,0.8708,0.6643,0.3224,0.6399,0.6777,0.3804,145365.6429,15506.6074,0.614
269,0,1,0,0,0,0,1,1,0,1,0.8708,0.6601,0.3224,0.6398,0.6773,0.2899,147100.6989,15506.6182,0.614
270,0,1,0,0,0,0,1,1,1,0,0.8707,0.6657,0.3224,0.6398,0.6777,0.3808,143484.8996,15506.6104,0.6139
271,0,1,0,0,0,0,1,1,1,1,0.8708,0.6721,0.3224,0.6399,0.6776,0.3846,141924.9535,15506.6172,0.6138
272,0,1,0,0,0,1,0,0,0,0,0.8375,0.6604,0.3255,0.6327,0.6725,0.3836,148939.6391,15555.7295,0.586
273,0,1,0,0,0,1,0,0,0,1,0.8527,0.6597,0.3248,0.6334,0.68,0.2804,149456.363,15506.3926,0.59
274,0,1,0,0,0,1,0,0,1,0,0.8374,0.6594,0.3255,0.6328,0.6724,0.3829,148701.0994,15555.7275,0.586
275,0,1,0,0,0,1,0,0,1,1,0.852,0.5882,0.3247,0.6324,0.6796,0.223,173543.8344,15506.3926,0.5895
276,0,1,0,0,0,1,0,1,0,0,0.8536,0.6904,0.3259,0.6359,0.6807,0.4269,137676.7412,15506.0146,0.5921
277,0,1,0,0,0,1,0,1,0,1,0.8535,0.6907,0.3253,0.6339,0.6816,0.4276,137912.3572,15506.5137,0.5882
278,0,1,0,0,0,1,0,1,1,0,0.8529,0.658,0.3255,0.6346,0.6799,0.3829,149809.1638,15506.0176,0.5916
279,0,1,0,0,0,1,0,1,1,1,0.8529,0.6435,0.3251,0.6342,0.6813,0.3959,152027.1381,15506.5205,0.5906
280,0,1,0,0,0,1,1,0,0,0,0.8565,0.659,0.3224,0.6397,0.6715,0.3903,149353.5547,15522.3105,0.6103
281,0,1,0,0,0,1,1,0,0,1,0.8708,0.6488,0.3226,0.6398,0.6786,0.3656,150286.3692,15506.8447,0.6145
282,0,1,0,0,0,1,1,0,1,0,0.8563,0.6608,0.3222,0.6391,0.6712,0.3903,149099.3236,15522.3086,0.6094
283,0,1,0,0,0,1,1,0,1,1,0.8695,0.4269,0.3223,0.6372,0.6776,0.1349,218263.3384,15506.8516,0.6154
284,0,1,0,0,0,1,1,1,0,0,0.8707,0.6545,0.3225,0.6397,0.6776,0.3698,147978.2158,15506.6016,0.6138
285,0,1,0,0,0,1,1,1,0,1,0.871,0.6435,0.3229,0.6398,0.6794,0.3614,151522.2094,15524.1084,0.6148
286,0,1,0,0,0,1,1,1,1,0,0.8716,0.6721,0.323,0.6418,0.6788,0.3896,142608.933,15511.6973,0.6155
287,0,1,0,0,0,1,1,1,1,1,0.8714,0.6728,0.323,0.6403,0.6798,0.3861,141941.5658,15524.1084,0.615
288,0,1,0,0,1,0,0,0,0,0,0.8374,0.6601,0.3256,0.6326,0.6724,0.3832,149028.3697,15555.6826,0.5859
289,0,1,0,0,1,0,0,0,0,1,0.8374,0.6604,0.3256,0.6326,0.6724,0.3836,148955.4124,15555.6826,0.5859
290,0,1,0,0,1,0,0,0,1,0,0.8624,0.646,0.3221,0.6409,0.6718,0.3779,152864.2484,15522.2051,0.6195
291,0,1,0,0,1,0,0,0,1,1,0.8626,0.6456,0.3217,0.6422,0.6721,0.3779,152867.8828,15529.1309,0.6193
292,0,1,0,0,1,0,0,1,0,0,0.853,0.6735,0.3257,0.6347,0.68,0.4153,143408.7157,15505.9893,0.5915
293,0,1,0,0,1,0,0,1,0,1,0.853,0.6675,0.3258,0.6347,0.6799,0.3938,146122.4308,15506.0068,0.5915
294,0,1,0,0,1,0,0,1,1,0,0.8776,0.6513,0.3225,0.6442,0.6791,0.3801,148743.0287,15506.6953,0.6231
295,0,1,0,0,1,0,0,1,1,1,0.877,0.6541,0.3224,0.6425,0.6782,0.3716,147209.988,15506.6504,0.6224
296,0,1,0,0,1,0,1,0,0,0,0.8558,0.6499,0.3223,0.638,0.6707,0.3794,151327.1829,15522.2637,0.6092
297,0,1,0,0,1,0,1,0,0,1,0.8559,0.6527,0.3223,0.6382,0.6708,0.3787,150929.9607,15522.2637,0.6094
298,0,1,0,0,1,0,1,0,1,0,0.8632,0.6453,0.321,0.6404,0.6711,0.3779,152987.7198,15505.2891,0.6194
299,0,1,0,0,1,0,1,0,1,1,0.8631,0.6273,0.321,0.6403,0.6709,0.354,159880.1453,15505.2949,0.6198
300,0,1,0,0,1,0,1,1,0,0,0.8726,0.6664,0.3241,0.6419,0.681,0.3889,145011.7584,15436.6758,0.6151
301,0,1,0,0,1,0,1,1,0,1,0.8707,0.6696,0.3228,0.6397,0.6775,0.3836,142478.8049,15506.6279,0.6136
302,0,1,0,0,1,0,1,1,1,0,0.8784,0.6682,0.3223,0.6434,0.6786,0.3818,142792.2956,15506.7119,0.6242
303,0,1,0,0,1,0,1,1,1,1,0.8793,0.6682,0.3227,0.6457,0.6797,0.3818,142857.8622,15516.6387,0.6259
304,0,1,0,0,1,1,0,0,0,0,0.8373,0.6622,0.3259,0.6326,0.6723,0.3868,148127.789,15555.7441,0.5858
305,0,1,0,0,1,1,0,0,0,1,0.8524,0.6312,0.3252,0.6328,0.68,0.3776,159213.1913,15506.4131,0.5895
306,0,1,0,0,1,1,0,0,1,0,0.8621,0.6456,0.3215,0.6404,0.6708,0.323,155589.6716,15505.249,0.6179
307,0,1,0,0,1,1,0,0,1,1,0.8773,0.6432,0.3226,0.6431,0.6792,0.2811,152168.172,15506.9277,0.6233
308,0,1,0,0,1,1,0,1,0,0,0.8529,0.6601,0.3261,0.6344,0.6798,0.3836,148896.7373,15506.0303,0.5915
309,0,1,0,0,1,1,0,1,0,1,0.8527,0.6654,0.3255,0.6331,0.6808,0.3913,146543.7866,15506.5332,0.5895
310,0,1,0,0,1,1,0,1,1,0,0.8773,0.5375,0.3223,0.64,0.6775,0.1219,168868.9793,15507.7891,0.6208
311,0,1,0,0,1,1,0,1,1,1,0.8773,0.6541,0.323,0.6434,0.6805,0.3815,146530.9913,15507.0225,0.6232
312,0,1,0,0,1,1,1,0,0,0,0.8558,0.6538,0.3226,0.638,0.6707,0.3825,150060.8899,15522.3232,0.6091
313,0,1,0,0,1,1,1,0,0,1,0.8709,0.6569,0.323,0.6399,0.6786,0.3698,146444.9771,15506.8613,0.6143
314,0,1,0,0,1,1,1,0,1,0,0.8659,0.701,0.3232,0.6467,0.6748,0.447,133522.4035,15514.6582,0.6242
315,0,1,0,0,1,1,1,0,1,1,0.8815,0.6964,0.3242,0.6483,0.6842,0.3667,133580.6833,15516.8721,0.6285
316,0,1,0,0,1,1,1,1,0,0,0.8707,0.6654,0.3231,0.6399,0.6776,0.3808,143533.1329,15506.6143,0.6138
317,0,1,0,0,1,1,1,1,0,1,0.871,0.6654,0.3234,0.6399,0.6794,0.3815,143297.6559,15524.1191,0.6146
318,0,1,0,0,1,1,1,1,1,0,0.8794,0.6682,0.3223,0.646,0.68,0.3818,142786.6522,15516.3428,0.6263
319,0,1,0,0,1,1,1,1,1,1,0.8784,0.6442,0.3229,0.6439,0.6803,0.361,152971.3463,15524.3242,0.6257
320,0,1,0,1,0,0,0,0,0,0,0.8541,0.6601,0.3313,0.6352,0.6879,0.3836,149044.6796,15488.168,0.594
321,0,1,0,1,0,0,0,0,0,1,0.8539,0.6541,0.3315,0.6353,0.6879,0.3829,150572.9043,15488.1797,0.594
322,0,1,0,1,0,0,0,0,1,0,0.8536,0.59,0.3311,0.6345,0.6875,0.2501,172102.6751,15488.1641,0.5944
323,0,1,0,1,0,0,0,0,1,1,0.8543,0.6682,0.3316,0.6359,0.6888,0.4248,144079.157,15488.1777,0.5938
324,0,1,0,1,0,0,0,1,0,0,0.8543,0.6661,0.3303,0.6358,0.6883,0.3942,145960.624,15487.9453,0.5944
325,0,1,0,1,0,0,0,1,0,1,0.8542,0.6601,0.3305,0.6356,0.6882,0.3836,148985.3713,15487.9902,0.5943
326,0,1,0,1,0,0,0,1,1,0,0.8543,0.6608,0.3303,0.6357,0.6883,0.385,148626.8385,15487.9404,0.5944
327,0,1,0,1,0,0,0,1,1,1,0.8542,0.6601,0.3305,0.6355,0.6881,0.3836,148993.6665,15487.9844,0.5943
328,0,1,0,1,0,0,1,0,0,0,0.8719,0.6636,0.3282,0.6409,0.6857,0.3811,145983.3371,15488.752,0.6167
329,0,1,0,1,0,0,1,0,0,1,0.8725,0.6777,0.3289,0.6423,0.6868,0.3924,140489.2093,15488.7598,0.617
330,0,1,0,1,0,0,1,0,1,0,0.8719,0.6791,0.3283,0.6411,0.6858,0.3924,140149.5963,15488.7559,0.6165
331,0,1,0,1,0,0,1,0,1,1,0.8728,0.6784,0.3291,0.6431,0.6871,0.3924,140319.9059,15493.877,0.6181
332,0,1,0,1,0,0,1,1,0,0,0.8726,0.6583,0.3279,0.6419,0.6866,0.3832,146145.2107,15488.3945,0.6183
333,0,1,0,1,0,0,1,1,0,1,0.8721,0.6671,0.3274,0.6409,0.6858,0.3829,143865.2423,15488.6172,0.6164
334,0,1,0,1,0,0,1,1,1,0,0.8727,0.6601,0.3279,0.6419,0.6868,0.3899,144643.1301,15488.3965,0.6185
335,0,1,0,1,0,0,1,1,1,1,0.8719,0.6354,0.3274,0.6408,0.6859,0.3779,154217.1791,15488.6191,0.6167
336,0,1,0,1,0,1,0,0,0,0,0.8545,0.6601,0.3324,0.6357,0.6887,0.3836,149048.0386,15487.9482,0.5947
337,0,1,0,1,0,1,0,0,0,1,0.8543,0.6604,0.3307,0.6356,0.6882,0.3836,148887.3772,15488.0947,0.5944
338,0,1,0,1,0,1,0,0,1,0,0.8547,0.6759,0.3324,0.6363,0.6889,0.398,142503.8049,15487.9482,0.5947
339,0,1,0,1,0,1,0,0,1,1,0.8545,0.6763,0.3306,0.6357,0.6882,0.3924,142590.1136,15488.0908,0.5936
340,0,1,0,1,0,1,0,1,0,0,0.8552,0.6957,0.3308,0.6379,0.6895,0.4283,135635.8523,15497.8799,0.5958
341,0,1,0,1,0,1,0,1,0,1,0.8545,0.6604,0.3304,0.6357,0.6878,0.2814,149018.9691,15488.0059,0.5948
342,0,1,0,1,0,1,0,1,1,0,0.8542,0.6608,0.3305,0.6356,0.6882,0.3829,148352.679,15487.9951,0.5943
343,0,1,0,1,0,1,0,1,1,1,0.8543,0.6604,0.3304,0.6356,0.6881,0.3836,148963.2492,15488.0059,0.5944
344,0,1,0,1,0,1,1,0,0,0,0.8724,0.6615,0.3294,0.6412,0.6865,0.3787,144719.9353,15488.5283,0.6174
345,0,1,0,1,0,1,1,0,0,1,0.8721,0.6383,0.3277,0.6406,0.6859,0.3667,153387.1375,15488.7207,0.6174
346,0,1,0,1,0,1,1,0,1,0,0.8724,0.6745,0.3293,0.6412,0.6865,0.3861,141795.6227,15488.5322,0.6171
347,0,1,0,1,0,1,1,0,1,1,0.8727,0.6766,0.3274,0.6424,0.6864,0.3857,141301.8329,15494.6289,0.6178
348,0,1,0,1,0,1,1,1,0,0,0.872,0.6541,0.3275,0.6411,0.6859,0.3899,146422.4159,15488.623,0.6162
349,0,1,0,1,0,1,1,1,0,1,0.8721,0.6731,0.3273,0.6411,0.6859,0.3917,141792.3334,15488.6309,0.6166
350,0,1,0,1,0,1,1,1,1,0,0.8726,0.6576,0.3278,0.6421,0.6868,0.3861,146235.8349,15488.6211,0.6179
351,0,1,0,1,0,1,1,1,1,1,0.872,0.6671,0.3273,0.641,0.6857,0.3815,142979.2304,15488.6318,0.6168
352,0,1,0,1,1,0,0,0,0,0,0.8541,0.6601,0.3316,0.6353,0.6879,0.3836,148941.9664,15488.1826,0.5941
353,0,1,0,1,1,0,0,0,0,1,0.8541,0.6668,0.332,0.6354,0.688,0.3966,146584.2926,15488.1943,0.5938
354,0,1,0,1,1,0,0,0,1,0,0.8782,0.6573,0.3282,0.6441,0.6863,0.3248,146891.5435,15488.8262,0.6257
355,0,1,0,1,1,0,0,0,1,1,0.8766,0.4227,0.328,0.6415,0.6851,0.1194,219517.1578,15488.8379,0.6263
356,0,1,0,1,1,0,0,1,0,0,0.8551,0.6957,0.3312,0.6376,0.6893,0.4283,135512.4217,15487.9609,0.5954
357,0,1,0,1,1,0,0,1,0,1,0.8542,0.6601,0.3309,0.6355,0.6881,0.3836,148877.5652,15488.002,0.5943
358,0,1,0,1,1,0,0,1,1,0,0.8796,0.6847,0.3276,0.6475,0.6884,0.4199,137987.0906,15498.5088,0.6278
359,0,1,0,1,1,0,0,1,1,1,0.8785,0.6527,0.3275,0.6445,0.6865,0.3205,148406.6995,15488.6914,0.6263
360,0,1,0,1,1,0,1,0,0,0,0.8716,0.6657,0.3286,0.6406,0.6855,0.3815,143504.3326,15488.7676,0.6163
361,0,1,0,1,1,0,1,0,0,1,0.8716,0.6608,0.3289,0.6405,0.6855,0.3794,144812.5209,15488.7715,0.6163
362,0,1,0,1,1,0,1,0,1,0,0.8804,0.6657,0.3287,0.6472,0.688,0.3815,143624.8623,15495.7285,0.6293
363,0,1,0,1,1,0,1,0,1,1,0.8795,0.6633,0.3285,0.6449,0.6867,0.3811,144297.9584,15488.9209,0.6276
364,0,1,0,1,1,0,1,1,0,0,0.8726,0.6707,0.3283,0.6419,0.6866,0.3825,141944.4103,15488.418,0.6185
365,0,1,0,1,1,0,1,1,0,1,0.872,0.6657,0.328,0.6409,0.6858,0.3815,143098.7419,15488.6289,0.6168
366,0,1,0,1,1,0,1,1,1,0,0.8798,0.6643,0.3273,0.6454,0.687,0.3811,143902.4379,15488.7363,0.6283
367,0,1,0,1,1,0,1,1,1,1,0.8799,0.6685,0.3276,0.6453,0.687,0.3818,142543.893,15488.7852,0.6283
368,0,1,0,1,1,1,0,0,0,0,0.8553,0.6957,0.3331,0.6378,0.6899,0.4283,135647.5217,15497.8516,0.5959
369,0,1,0,1,1,1,0,0,0,1,0.8542,0.6604,0.3311,0.6354,0.688,0.3836,148810.926,15488.1055,0.5941
370,0,1,0,1,1,1,0,0,1,0,0.8789,0.6678,0.3291,0.6462,0.6877,0.3818,142587.0912,15488.8838,0.6268
371,0,1,0,1,1,1,0,0,1,1,0.8784,0.6513,0.3276,0.644,0.6863,0.2885,148775.888,15488.7969,0.6258
372,0,1,0,1,1,1,0,1,0,0,0.8543,0.6601,0.3309,0.6354,0.6881,0.3836,148887.3238,15488.0127,0.5942
373,0,1,0,1,1,1,0,1,0,1,0.8542,0.6636,0.3309,0.6355,0.688,0.3861,146870.5313,15488.0215,0.5941
374,0,1,0,1,1,1,0,1,1,0,0.8795,0.6731,0.3278,0.6467,0.688,0.3864,141268.0923,15498.5557,0.6275
375,0,1,0,1,1,1,0,1,1,1,0.8794,0.6555,0.3276,0.6466,0.688,0.3621,146580.969,15498.5752,0.6275
376,0,1,0,1,1,1,1,0,0,0,0.872,0.6252,0.3297,0.6406,0.6861,0.3413,158400.7199,15488.541,0.6171
377,0,1,0,1,1,1,1,0,0,1,0.8726,0.671,0.3283,0.6427,0.6864,0.3917,141608.2934,15488.7324,0.6181
378,0,1,0,1,1,1,1,0,1,0,0.8819,0.7073,0.3301,0.6499,0.69,0.4266,128973.8391,15508.4834,0.6315
379,0,1,0,1,1,1,1,0,1,1,0.8806,0.6869,0.3276,0.6461,0.6877,0.4001,136685.0187,15488.8818,0.6265
380,0,1,0,1,1,1,1,1,0,0,0.8723,0.6738,0.328,0.6419,0.686,0.3815,143385.8342,15488.6357,0.6176
381,0,1,0,1,1,1,1,1,0,1,0.872,0.6601,0.3279,0.6409,0.6857,0.3758,145015.5559,15488.6514,0.6168
382,0,1,0,1,1,1,1,1,1,0,0.8798,0.6527,0.3275,0.645,0.6869,0.3723,148543.9709,15488.7852,0.628
383,0,1,0,1,1,1,1,1,1,1,0.88,0.6573,0.3275,0.6454,0.6867,0.3191,147079.8403,15488.8027,0.6286
384,0,1,1,0,0,0,0,0,0,0,0.8772,0.6421,0.3283,0.6784,0.7094,0.3755,154319.8522,15522.0527,0.6856
385,0,1,1,0,0,0,0,0,0,1,0.8771,0.6421,0.3283,0.6784,0.7095,0.3765,154098.3416,15522.0527,0.6856
386,0,1,1,0,0,0,0,0,1,0,0.8781,0.6538,0.329,0.6807,0.7107,0.3878,151128.4278,15531.9805,0.6872
387,0,1,1,0,0,0,0,0,1,1,0.8782,0.6502,0.329,0.6802,0.7106,0.3878,153038.637,15522.0566,0.6864
388,0,1,1,0,0,0,0,1,0,0,0.8921,0.6816,0.3296,0.6804,0.7163,0.3801,136909.9341,15506.4307,0.68
389,0,1,1,0,0,0,0,1,0,1,0.892,0.6502,0.3296,0.6804,0.7162,0.3787,145702.3884,15506.4922,0.6795
390,0,1,1,0,0,0,0,1,1,0,0.893,0.6932,0.3303,0.6827,0.7175,0.3924,133728.6738,15516.3525,0.6816
391,0,1,1,0,0,0,0,1,1,1,0.8921,0.6851,0.3299,0.6805,0.7162,0.3864,135651.794,15506.4492,0.6799
392,0,1,1,0,0,0,1,0,0,0,0.8816,0.6559,0.3239,0.687,0.7133,0.2804,150465.4526,15521.543,0.6952
393,0,1,1,0,0,0,1,0,0,1,0.8823,0.6897,0.3244,0.6894,0.715,0.4269,137137.6214,15531.4531,0.6965
394,0,1,1,0,0,0,1,0,1,0,0.8814,0.6516,0.3244,0.6868,0.7135,0.3808,151327.1432,15521.5566,0.6947
395,0,1,1,0,0,0,1,0,1,1,0.8829,0.7098,0.325,0.6909,0.7159,0.4547,128975.2052,15541.1094,0.6978
396,0,1,1,0,0,0,1,1,0,0,0.8967,0.6865,0.3254,0.6905,0.721,0.3825,135423.2257,15506.1689,0.6917
397,0,1,1,0,0,0,1,1,0,1,0.8978,0.745,0.3261,0.6929,0.7224,0.4399,114729.8497,15506.1738,0.6934
398,0,1,1,0,0,0,1,1,1,0,0.8968,0.6904,0.3258,0.6905,0.721,0.3853,134182.9839,15506.1885,0.6918
399,0,1,1,0,0,0,1,1,1,1,0.8969,0.7098,0.3259,0.6907,0.721,0.4114,127371.6955,15506.1836,0.6915
