,"('V_CO', 'day')","('V_CO', 'night')","('V_MV1', 'day')","('V_MV1', 'night')","('V_MV2', 'day')","('V_MV2', 'night')","('CV7', 'day')","('CV7', 'night')","('CV9', 'day')","('CV9', 'night')",1,2,3,4,5,6,7,8,9
400,0,1,1,0,0,1,0,0,0,0,0.8779,0.6439,0.3283,0.6797,0.7105,0.3674,153832.9484,15522.1113,0.686
401,0,1,1,0,0,1,0,0,0,1,0.892,0.6921,0.3298,0.6799,0.7171,0.3822,133490.8065,15506.5938,0.678
402,0,1,1,0,0,1,0,0,1,0,0.8771,0.6418,0.329,0.6783,0.7093,0.3755,154097.7849,15522.1172,0.6854
403,0,1,1,0,0,1,0,0,1,1,0.8929,0.7038,0.3307,0.6822,0.7183,0.3945,130301.8497,15516.5215,0.6796
404,0,1,1,0,0,1,0,1,0,0,0.8921,0.6816,0.3298,0.6804,0.7163,0.3801,136367.3758,15506.4336,0.68
405,0,1,1,0,0,1,0,1,0,1,0.8923,0.6946,0.3305,0.6809,0.7181,0.3822,132542.1926,15506.7168,0.6791
406,0,1,1,0,0,1,0,1,1,0,0.8925,0.6918,0.3304,0.6813,0.7167,0.3924,133518.3357,15506.4854,0.6803
407,0,1,1,0,0,1,0,1,1,1,0.8925,0.7013,0.3308,0.6814,0.7184,0.3832,131438.3976,15506.7178,0.6791
408,0,1,1,0,0,1,1,0,0,0,0.8814,0.6516,0.3244,0.6869,0.7136,0.3808,151092.8318,15521.6045,0.6948
409,0,1,1,0,0,1,1,0,0,1,0.8963,0.6992,0.3252,0.6895,0.7213,0.3864,131284.3757,15506.5801,0.6889
410,0,1,1,0,0,1,1,0,1,0,0.8815,0.6629,0.3247,0.6867,0.7135,0.3857,146778.4526,15521.6162,0.6944
411,0,1,1,0,0,1,1,0,1,1,0.8963,0.7017,0.3255,0.6894,0.7211,0.3875,130507.6668,15506.6426,0.6887
412,0,1,1,0,0,1,1,1,0,0,0.897,0.7186,0.3254,0.6909,0.7213,0.4237,123873.9847,15506.2119,0.6916
413,0,1,1,0,0,1,1,1,0,1,0.8965,0.7041,0.3255,0.6897,0.722,0.3875,129536.967,15506.7061,0.6887
414,0,1,1,0,0,1,1,1,1,0,0.8967,0.6904,0.326,0.6904,0.7208,0.3853,133631.5787,15506.2236,0.6916
415,0,1,1,0,0,1,1,1,1,1,0.8964,0.7041,0.3259,0.6895,0.7218,0.3875,129539.4229,15506.7637,0.6885
416,0,1,1,0,1,0,0,0,0,0,0.8771,0.6421,0.3286,0.6782,0.7094,0.3769,154096.9706,15522.0703,0.6854
417,0,1,1,0,1,0,0,0,0,1,0.878,0.6538,0.3289,0.6806,0.7107,0.3878,151140.4011,15531.9971,0.6871
418,0,1,1,0,1,0,0,0,1,0,0.8819,0.6872,0.3257,0.6886,0.7147,0.4255,138253.0983,15531.5537,0.6959
419,0,1,1,0,1,0,0,0,1,1,0.8808,0.652,0.3253,0.6861,0.7133,0.3825,151054.7674,15521.6416,0.6941
420,0,1,1,0,1,0,0,1,0,0,0.8924,0.6893,0.3301,0.6811,0.7171,0.392,134585.2554,15506.5,0.6796
421,0,1,1,0,1,0,0,1,0,1,0.8917,0.658,0.3295,0.6796,0.7158,0.3674,143229.0487,15506.4551,0.6796
422,0,1,1,0,1,0,0,1,1,0,0.8962,0.689,0.3267,0.6898,0.7207,0.3843,134668.3055,15506.2109,0.6908
423,0,1,1,0,1,0,0,1,1,1,0.8961,0.6883,0.3267,0.6896,0.7205,0.3843,134820.3545,15506.252,0.6907
424,0,1,1,0,1,0,1,0,0,0,0.8815,0.652,0.3246,0.6879,0.7139,0.3808,151272.4255,15573.2637,0.6965
425,0,1,1,0,1,0,1,0,0,1,0.8813,0.6523,0.3244,0.6868,0.7135,0.3808,151311.9957,15521.5596,0.6947
426,0,1,1,0,1,0,1,0,1,0,0.8818,0.6784,0.3241,0.6877,0.7139,0.4181,141297.7105,15521.5557,0.6951
427,0,1,1,0,1,0,1,0,1,1,0.8815,0.652,0.3242,0.6871,0.7135,0.3808,151227.7915,15521.5625,0.695
428,0,1,1,0,1,0,1,1,0,0,0.8974,0.7091,0.326,0.6921,0.7216,0.4276,126515.3905,15506.1846,0.6933
429,0,1,1,0,1,0,1,1,0,1,0.8967,0.6904,0.3259,0.6905,0.7209,0.3853,134235.1572,15506.1895,0.6917
430,0,1,1,0,1,0,1,1,1,0,0.8969,0.6904,0.3255,0.6908,0.721,0.3853,134046.1849,15506.1924,0.692
431,0,1,1,0,1,0,1,1,1,1,0.8968,0.6904,0.3256,0.6908,0.7209,0.3853,134111.1434,15506.2031,0.6921
432,0,1,1,0,1,1,0,0,0,0,0.8779,0.6541,0.3294,0.6802,0.7105,0.3878,150889.5253,15522.1299,0.6867
433,0,1,1,0,1,1,0,0,0,1,0.892,0.6925,0.33,0.6796,0.7171,0.3896,133074.7556,15506.6621,0.6777
434,0,1,1,0,1,1,0,0,1,0,0.8808,0.6488,0.3256,0.686,0.7132,0.3797,151919.0431,15521.6982,0.694
435,0,1,1,0,1,1,0,0,1,1,0.8958,0.6985,0.3264,0.6886,0.7209,0.3864,131378.7271,15506.6484,0.6877
436,0,1,1,0,1,1,0,1,0,0,0.8918,0.658,0.3301,0.68,0.7159,0.3367,144912.7054,15506.3945,0.6798
437,0,1,1,0,1,1,0,1,0,1,0.8931,0.7062,0.3312,0.6831,0.7193,0.3945,129393.7983,15516.6748,0.6806
438,0,1,1,0,1,1,0,1,1,0,0.8976,0.7249,0.3277,0.6905,0.7231,0.4378,121483.6793,15507.3438,0.6904
439,0,1,1,0,1,1,0,1,1,1,0.896,0.7168,0.3268,0.6891,0.7218,0.4012,124577.7334,15506.7676,0.6875
440,0,1,1,0,1,1,1,0,0,0,0.8814,0.6513,0.3248,0.6867,0.7135,0.3808,151174.5025,15521.6143,0.6946
441,0,1,1,0,1,1,1,0,0,1,0.8963,0.701,0.3255,0.6894,0.7212,0.3875,130847.6039,15506.5977,0.6887
442,0,1,1,0,1,1,1,0,1,0,0.8815,0.652,0.3245,0.6871,0.7135,0.3808,151030.4901,15521.6377,0.6949
443,0,1,1,0,1,1,1,0,1,1,0.8964,0.7017,0.3253,0.6896,0.7212,0.3875,130366.5398,15506.6016,0.689
444,0,1,1,0,1,1,1,1,0,0,0.8967,0.6914,0.3261,0.6904,0.7209,0.3868,133319.7676,15506.2217,0.6915
445,0,1,1,0,1,1,1,1,0,1,0.8964,0.7041,0.3259,0.6895,0.7219,0.3875,129517.1648,15506.7197,0.6885
446,0,1,1,0,1,1,1,1,1,0,0.8968,0.6904,0.3259,0.6909,0.721,0.3853,133551.9623,15557.6504,0.6921
447,0,1,1,0,1,1,1,1,1,1,0.8965,0.7038,0.3256,0.6897,0.7219,0.3878,129462.4972,15506.7168,0.6888
448,0,1,1,1,0,0,0,0,0,0,0.8931,0.7055,0.3365,0.6825,0.7244,0.4325,127578.9485,15488.5664,0.6784
449,0,1,1,1,0,0,0,0,0,1,0.894,0.7175,0.337,0.6847,0.7256,0.4449,124371.9243,15493.6865,0.6799
450,0,1,1,1,0,0,0,0,1,0,0.893,0.696,0.3368,0.6825,0.7243,0.4304,132564.8269,15488.5674,0.6783
451,0,1,1,1,0,0,0,0,1,1,0.894,0.7175,0.3376,0.6846,0.7255,0.4442,124386.48,15488.5742,0.6798
452,0,1,1,1,0,0,0,1,0,0,0.8949,0.7112,0.3363,0.6855,0.7265,0.4431,127294.4375,15488.2139,0.6813
453,0,1,1,1,0,0,0,1,0,1,0.8938,0.7073,0.3361,0.6837,0.7252,0.4273,128067.7737,15488.2549,0.6802
454,0,1,1,1,0,0,0,1,1,0,0.8938,0.7055,0.3363,0.6834,0.7251,0.4304,127578.8929,15488.2168,0.6801
455,0,1,1,1,0,0,0,1,1,1,0.8937,0.7055,0.3366,0.6834,0.7251,0.4304,127585.3295,15488.2607,0.68
456,0,1,1,1,0,0,1,0,0,0,0.8978,0.7217,0.3319,0.6926,0.729,0.4385,122665.6311,15488.3506,0.6906
457,0,1,1,1,0,0,1,0,0,1,0.8978,0.714,0.3322,0.6926,0.729,0.4333,124662.7569,15488.3691,0.6907
458,0,1,1,1,0,0,1,0,1,0,0.8977,0.714,0.3323,0.6925,0.7289,0.4333,124669.1709,15488.373,0.6906
459,0,1,1,1,0,0,1,0,1,1,0.8977,0.7136,0.3326,0.6925,0.7288,0.4333,124704.6959,15488.3779,0.6906
460,0,1,1,1,0,0,1,1,0,0,0.899,0.7527,0.3314,0.6954,0.7307,0.4794,110348.863,15498.0449,0.6929
461,0,1,1,1,0,0,1,1,0,1,0.8981,0.714,0.3313,0.693,0.7293,0.4333,124665.7851,15488.1777,0.6913
462,0,1,1,1,0,0,1,1,1,0,0.8981,0.7175,0.3313,0.693,0.7293,0.4375,124013.3613,15488.1484,0.6912
463,0,1,1,1,0,0,1,1,1,1,0.898,0.714,0.3316,0.6928,0.7291,0.4333,124646.5168,15488.1855,0.691
464,0,1,1,1,0,1,0,0,0,0,0.8925,0.522,0.3371,0.6808,0.7241,0.1867,184885.7636,15488.3486,0.6796
465,0,1,1,1,0,1,0,0,0,1,0.8942,0.7175,0.3363,0.685,0.7258,0.4445,124347.6641,15489.0605,0.6803
466,0,1,1,1,0,1,0,0,1,0,0.8931,0.7031,0.3372,0.6828,0.7243,0.4417,127879.543,15488.627,0.6783
467,0,1,1,1,0,1,0,0,1,1,0.8935,0.7168,0.3363,0.6831,0.7247,0.4442,124668.8065,15488.5508,0.6789
468,0,1,1,1,0,1,0,1,0,0,0.8938,0.7059,0.3362,0.6835,0.7252,0.4308,127567.227,15488.2607,0.6801
469,0,1,1,1,0,1,0,1,0,1,0.8938,0.7066,0.3361,0.6835,0.7252,0.4325,127169.9085,15488.2705,0.6801
470,0,1,1,1,0,1,0,1,1,0,0.8937,0.7055,0.3367,0.6834,0.7251,0.4304,127584.4068,15488.2637,0.68
471,0,1,1,1,0,1,0,1,1,1,0.8938,0.7048,0.3366,0.6834,0.725,0.4301,127962.2263,15488.2744,0.68
472,0,1,1,1,0,1,1,0,0,0,0.8983,0.714,0.333,0.693,0.7298,0.4333,124653.305,15488.1387,0.6913
473,0,1,1,1,0,1,1,0,0,1,0.898,0.714,0.3314,0.6928,0.7292,0.4333,124637.8446,15488.2812,0.6911
474,0,1,1,1,0,1,1,0,1,0,0.8982,0.714,0.3334,0.6928,0.7296,0.4333,124659.3013,15488.1523,0.6912
475,0,1,1,1,0,1,1,0,1,1,0.898,0.7214,0.3317,0.6928,0.7291,0.4389,122426.7096,15488.3018,0.691
476,0,1,1,1,0,1,1,1,0,0,0.8987,0.7098,0.3318,0.6948,0.7303,0.4297,125668.278,15488.1797,0.6929
477,0,1,1,1,0,1,1,1,0,1,0.899,0.7527,0.3318,0.6951,0.7305,0.4794,110362.2765,15488.6982,0.6927
478,0,1,1,1,0,1,1,1,1,0,0.8981,0.7069,0.3316,0.6931,0.7293,0.4389,126854.7801,15488.1973,0.6911
479,0,1,1,1,0,1,1,1,1,1,0.8981,0.714,0.3315,0.6928,0.7291,0.4333,124648.4311,15488.207,0.691
480,0,1,1,1,1,0,0,0,0,0,0.8931,0.7055,0.3367,0.6824,0.7243,0.4325,127585.4883,15488.5791,0.6782
481,0,1,1,1,1,0,0,0,0,1,0.893,0.7024,0.3369,0.6824,0.7242,0.4336,129020.7512,15488.6064,0.6781
482,0,1,1,1,1,0,0,0,1,0,0.8962,0.4998,0.3327,0.6909,0.7273,0.1409,178267.4435,15488.4248,0.6912
483,0,1,1,1,1,0,0,0,1,1,0.8971,0.7122,0.3336,0.6917,0.7286,0.4329,125472.4312,15488.4365,0.6892
484,0,1,1,1,1,0,0,1,0,0,0.8939,0.7126,0.3362,0.6837,0.7253,0.441,125684.4908,15488.2285,0.6799
485,0,1,1,1,1,0,0,1,0,1,0.8936,0.6826,0.3363,0.6831,0.7251,0.4354,133304.0782,15488.2773,0.6798
486,0,1,1,1,1,0,0,1,1,0,0.8977,0.7207,0.3323,0.6928,0.7291,0.4442,122901.6548,15488.21,0.69
487,0,1,1,1,1,0,0,1,1,1,0.8975,0.7122,0.3326,0.692,0.7288,0.4329,125454.3085,15488.2461,0.6897
488,0,1,1,1,1,0,1,0,0,0,0.8977,0.714,0.3323,0.6925,0.7289,0.4333,124661.3686,15488.3779,0.6906
489,0,1,1,1,1,0,1,0,0,1,0.8977,0.714,0.3325,0.6925,0.7289,0.4333,124648.0095,15488.3828,0.6906
490,0,1,1,1,1,0,1,0,1,0,0.8978,0.7136,0.332,0.6927,0.7289,0.4333,124676.7755,15488.373,0.6909
491,0,1,1,1,1,0,1,0,1,1,0.8978,0.7136,0.3323,0.6927,0.7289,0.4333,124676.9504,15488.3789,0.6909
492,0,1,1,1,1,0,1,1,0,0,0.8989,0.7527,0.3318,0.695,0.7305,0.4794,110427.5619,15488.1523,0.6925
493,0,1,1,1,1,0,1,1,0,1,0.8981,0.714,0.3317,0.6929,0.7292,0.4333,124643.9214,15488.1914,0.6912
494,0,1,1,1,1,0,1,1,1,0,0.899,0.7534,0.3316,0.6954,0.7305,0.4801,110192.4553,15493.2539,0.693
495,0,1,1,1,1,0,1,1,1,1,0.8981,0.7136,0.3314,0.6931,0.7292,0.4333,124670.869,15488.1953,0.6914
496,0,1,1,1,1,1,0,0,0,0,0.8936,0.7168,0.3371,0.6836,0.7251,0.4449,124583.8868,15488.6406,0.6786
497,0,1,1,1,1,1,0,0,0,1,0.8933,0.6981,0.3361,0.6828,0.7245,0.4213,129297.6004,15488.5312,0.6789
498,0,1,1,1,1,1,0,0,1,0,0.8977,0.715,0.3343,0.6921,0.7294,0.4333,125045.1777,15488.21,0.6898
499,0,1,1,1,1,1,0,0,1,1,0.8975,0.715,0.3326,0.692,0.7288,0.434,124738.7661,15488.3564,0.6896
500,0,1,1,1,1,1,0,1,0,0,0.8937,0.7055,0.3365,0.6833,0.7251,0.4308,127578.9722,15488.2773,0.6799
501,0,1,1,1,1,1,0,1,0,1,0.8938,0.7045,0.3364,0.6835,0.7251,0.435,127982.7485,15488.29,0.68
502,0,1,1,1,1,1,0,1,1,0,0.8977,0.727,0.3326,0.6929,0.7292,0.4632,120901.4926,15488.2549,0.6902
503,0,1,1,1,1,1,0,1,1,1,0.8975,0.7122,0.3325,0.692,0.7288,0.4329,125452.1667,15488.2686,0.6897
504,0,1,1,1,1,1,1,0,0,0,0.8982,0.714,0.3334,0.6928,0.7296,0.4333,124688.0784,15488.1582,0.6911
505,0,1,1,1,1,1,1,0,0,1,0.8989,0.7527,0.3319,0.695,0.7304,0.4794,110402.7177,15498.2051,0.6925
506,0,1,1,1,1,1,1,0,1,0,0.8983,0.7098,0.3329,0.6931,0.7297,0.4347,125309.2599,15488.1582,0.6915
507,0,1,1,1,1,1,1,0,1,1,0.8981,0.7136,0.3315,0.693,0.7291,0.4333,124661.5498,15488.2998,0.6913
508,0,1,1,1,1,1,1,1,0,0,0.8981,0.714,0.3317,0.6929,0.7292,0.4333,124643.9579,15488.1982,0.6912
509,0,1,1,1,1,1,1,1,0,1,0.8981,0.7136,0.3316,0.6928,0.7292,0.4333,124687.515,15488.207,0.6911
510,0,1,1,1,1,1,1,1,1,0,0.8981,0.7136,0.3314,0.6931,0.7292,0.4333,124693.6762,15488.2021,0.6914
511,0,1,1,1,1,1,1,1,1,1,0.9005,0.7728,0.3332,0.697,0.7335,0.509,103195.4507,15491.29,0.6945
512,1,0,0,0,0,0,0,0,0,0,0.8552,0.776,0.3119,0.6811,0.7066,0.5347,99124.7589,16674.2559,0.641
513,1,0,0,0,0,0,0,0,0,1,0.8554,0.776,0.3119,0.6808,0.7066,0.5347,99126.2326,16674.1895,0.6407
514,1,0,0,0,0,0,0,0,1,0,0.855,0.776,0.3119,0.6808,0.7065,0.5347,99125.702,16674.1895,0.6407
515,1,0,0,0,0,0,0,0,1,1,0.8547,0.776,0.3113,0.6796,0.7057,0.5347,99125.618,16674.2852,0.6388
516,1,0,0,0,0,0,0,1,0,0,0.8717,0.7756,0.3135,0.6838,0.7144,0.5347,99463.701,16674.6699,0.6478
517,1,0,0,0,0,0,0,1,0,1,0.872,0.7756,0.3136,0.684,0.7144,0.5347,99463.3403,16674.6758,0.648
518,1,0,0,0,0,0,0,1,1,0,0.8716,0.7756,0.3135,0.6838,0.7143,0.5347,99465.4616,16674.6719,0.6477
519,1,0,0,0,0,0,0,1,1,1,0.8716,0.7756,0.3135,0.6838,0.7143,0.5347,99465.0232,16674.6816,0.6477
520,1,0,0,0,0,0,1,0,0,0,0.8786,0.7707,0.3094,0.694,0.7091,0.5301,102049.1219,16522.3262,0.6744
521,1,0,0,0,0,0,1,0,0,1,0.8792,0.7707,0.31,0.6951,0.7099,0.5301,102062.8158,16539.3945,0.6761
522,1,0,0,0,0,0,1,0,1,0,0.8786,0.7707,0.3094,0.6939,0.709,0.5301,102067.3968,16522.3301,0.6743
523,1,0,0,0,0,0,1,0,1,1,0.8786,0.7707,0.3094,0.6939,0.709,0.5301,102064.9747,16470.8828,0.6743
524,1,0,0,0,0,0,1,1,0,0,0.8961,0.7911,0.3127,0.7008,0.7183,0.5326,93097.9998,16471.0098,0.6861
525,1,0,0,0,0,0,1,1,0,1,0.8962,0.7911,0.3129,0.701,0.7187,0.5326,93132.647,16488.1523,0.6863
526,1,0,0,0,0,0,1,1,1,0,0.896,0.7908,0.3125,0.7012,0.7182,0.5326,93138.5189,16471.1074,0.6865
527,1,0,0,0,0,0,1,1,1,1,0.8944,0.7904,0.3111,0.6986,0.716,0.5326,93213.2686,16522.8652,0.6821
528,1,0,0,0,0,1,0,0,0,0,0.8546,0.776,0.3115,0.6797,0.7057,0.5347,99123.4569,16674.3145,0.6388
529,1,0,0,0,0,1,0,0,0,1,0.873,0.776,0.3147,0.6848,0.7174,0.5347,99034.2008,16709.0176,0.6496
530,1,0,0,0,0,1,0,0,1,0,0.8546,0.776,0.3114,0.6795,0.7056,0.5347,99125.3773,16674.3262,0.6387
531,1,0,0,0,0,1,0,0,1,1,0.8727,0.776,0.3145,0.6845,0.7171,0.5347,99090.6327,16691.8555,0.6492
532,1,0,0,0,0,1,0,1,0,0,0.8717,0.7756,0.3137,0.6838,0.7143,0.5347,99478.9314,16674.6992,0.6478
533,1,0,0,0,0,1,0,1,0,1,0.8727,0.776,0.3144,0.6845,0.7172,0.5347,99083.3251,16674.8047,0.6494
534,1,0,0,0,0,1,0,1,1,0,0.8716,0.7756,0.3137,0.6838,0.7143,0.5347,99480.9337,16674.6953,0.6477
535,1,0,0,0,0,1,0,1,1,1,0.8727,0.776,0.3144,0.6845,0.7172,0.5347,99082.9788,16674.8027,0.6493
536,1,0,0,0,0,1,1,0,0,0,0.8786,0.7707,0.3096,0.694,0.7091,0.5301,102020.6814,16522.3496,0.6744
537,1,0,0,0,0,1,1,0,0,1,0.8974,0.7904,0.3141,0.7023,0.7213,0.5326,93183.2046,16539.5254,0.6883
538,1,0,0,0,0,1,1,0,1,0,0.8786,0.7707,0.3097,0.6942,0.7091,0.5301,102066.1749,16522.3535,0.6745
539,1,0,0,0,0,1,1,0,1,1,0.8973,0.7904,0.3137,0.7021,0.721,0.5329,93064.4615,16505.3398,0.6883
540,1,0,0,0,0,1,1,1,0,0,0.896,0.7911,0.3128,0.7008,0.7182,0.5326,93090.8972,16471.0254,0.686
541,1,0,0,0,0,1,1,1,0,1,0.8964,0.7904,0.3126,0.7004,0.7198,0.5326,93106.1352,16471.1172,0.686
542,1,0,0,0,0,1,1,1,1,0,0.8973,0.7911,0.314,0.7038,0.72,0.5326,93135.6811,16471.0176,0.6905
543,1,0,0,0,0,1,1,1,1,1,0.8963,0.7904,0.3127,0.7003,0.7197,0.5326,93153.4219,16471.1191,0.6859
544,1,0,0,0,1,0,0,0,0,0,0.8545,0.7756,0.3113,0.6802,0.7056,0.5347,99149.8531,16657.5273,0.6399
545,1,0,0,0,1,0,0,0,0,1,0.8546,0.7756,0.3113,0.6802,0.7056,0.5347,99167.0134,16657.5098,0.6398
546,1,0,0,0,1,0,0,0,1,0,0.8854,0.77,0.3121,0.7006,0.7135,0.5305,102607.4223,16470.6348,0.6883
547,1,0,0,0,1,0,0,0,1,1,0.8853,0.7703,0.3121,0.7006,0.7135,0.5305,102614.7527,16470.6523,0.6883
548,1,0,0,0,1,0,0,1,0,0,0.8713,0.7753,0.3134,0.6838,0.714,0.5347,99437.1163,16675.0566,0.6475
549,1,0,0,0,1,0,0,1,0,1,0.871,0.7753,0.313,0.6833,0.7133,0.5347,99503.448,16675.0742,0.647
550,1,0,0,0,1,0,0,1,1,0,0.901,0.7922,0.3134,0.7048,0.7201,0.5343,92257.6219,16454.0762,0.695
551,1,0,0,0,1,0,0,1,1,1,0.901,0.7922,0.3135,0.7048,0.72,0.5343,92318.3818,16454.0703,0.695
552,1,0,0,0,1,0,1,0,0,0,0.8803,0.771,0.3117,0.6966,0.7115,0.5301,102090.9633,16487.7109,0.6787
553,1,0,0,0,1,0,1,0,0,1,0.8803,0.7707,0.3117,0.6966,0.7115,0.5301,102098.301,16487.7109,0.6788
554,1,0,0,0,1,0,1,0,1,0,0.8832,0.7682,0.307,0.6952,0.7075,0.5291,103179.3439,16437.2266,0.6815
555,1,0,0,0,1,0,1,0,1,1,0.8833,0.7682,0.307,0.6952,0.7075,0.5291,103192.824,16437.2207,0.6815
556,1,0,0,0,1,0,1,1,0,0,0.8953,0.7911,0.3123,0.6994,0.7171,0.5326,93099.1755,16488.2207,0.6839
557,1,0,0,0,1,0,1,1,0,1,0.8952,0.7911,0.3123,0.6993,0.717,0.5326,93159.6665,16488.2129,0.6838
558,1,0,0,0,1,0,1,1,1,0,0.9002,0.7918,0.3097,0.702,0.716,0.5333,92103.3833,16334.8018,0.6918
559,1,0,0,0,1,0,1,1,1,1,0.9002,0.7925,0.3099,0.7019,0.7159,0.5333,92004.6459,16334.8213,0.6918
560,1,0,0,0,1,1,0,0,0,0,0.8546,0.7756,0.3116,0.6802,0.7056,0.5347,98978.3704,16640.3945,0.6398
561,1,0,0,0,1,1,0,0,0,1,0.8728,0.776,0.3149,0.685,0.7172,0.5347,98878.8319,16709.2383,0.6499
562,1,0,0,0,1,1,0,0,1,0,0.8854,0.77,0.3124,0.7006,0.7135,0.5305,102293.6094,16470.6816,0.6883
563,1,0,0,0,1,1,0,0,1,1,0.9022,0.7925,0.3145,0.706,0.7228,0.5343,91756.2655,16385.5,0.6972
564,1,0,0,0,1,1,0,1,0,0,0.8713,0.7753,0.3135,0.6837,0.7139,0.5347,99405.6109,16692.2383,0.6475
565,1,0,0,0,1,1,0,1,0,1,0.8726,0.7756,0.3147,0.685,0.7171,0.5347,98936.1963,16657.8691,0.65
566,1,0,0,0,1,1,0,1,1,0,0.9011,0.7922,0.3138,0.7049,0.7201,0.5343,91934.6463,16385.4922,0.6952
567,1,0,0,0,1,1,0,1,1,1,0.9021,0.7925,0.3143,0.7059,0.7227,0.5343,91750.707,16385.5703,0.6972
568,1,0,0,0,1,1,1,0,0,0,0.8803,0.7707,0.312,0.6966,0.7115,0.5301,101772.477,16487.7266,0.6788
569,1,0,0,0,1,1,1,0,0,1,0.8964,0.7904,0.3133,0.7003,0.7197,0.5326,92787.1711,16488.2344,0.6857
570,1,0,0,0,1,1,1,0,1,0,0.8833,0.7679,0.3073,0.6952,0.7074,0.5291,102867.1163,16437.2656,0.6815
571,1,0,0,0,1,1,1,0,1,1,0.9017,0.7925,0.3115,0.7034,0.7194,0.5333,91361.5504,16351.8154,0.6945
572,1,0,0,0,1,1,1,1,0,0,0.8952,0.7911,0.3125,0.6992,0.717,0.5326,92780.4324,16488.2227,0.6838
573,1,0,0,0,1,1,1,1,0,1,0.8963,0.7904,0.313,0.7001,0.7196,0.5326,92814.1894,16488.3203,0.6857
574,1,0,0,0,1,1,1,1,1,0,0.9002,0.7925,0.3099,0.7019,0.7159,0.5333,91461.9998,16334.8262,0.6918
575,1,0,0,0,1,1,1,1,1,1,0.9024,0.7925,0.3122,0.705,0.7206,0.5336,91332.0795,16369.1084,0.6972
576,1,0,0,1,0,0,0,0,0,0,0.8729,0.776,0.3202,0.6847,0.7237,0.5347,99104.4934,16674.4902,0.6501
577,1,0,0,1,0,0,0,0,0,1,0.8732,0.776,0.3209,0.685,0.7244,0.5347,99104.2514,16671.2305,0.6506
578,1,0,0,1,0,0,0,0,1,0,0.8733,0.777,0.3209,0.6852,0.7247,0.5347,99003.3186,16688.3809,0.6507
579,1,0,0,1,0,0,0,0,1,1,0.8728,0.776,0.3203,0.6845,0.7236,0.5347,99105.5918,16674.498,0.6498
580,1,0,0,1,0,0,0,1,0,0,0.8729,0.776,0.3168,0.6852,0.7247,0.5347,99140.3083,16674.502,0.6505
581,1,0,0,1,0,0,0,1,0,1,0.8729,0.776,0.317,0.6852,0.7247,0.5347,99140.345,16674.5293,0.6505
582,1,0,0,1,0,0,0,1,1,0,0.873,0.776,0.3171,0.6844,0.7247,0.5347,99136.6875,16674.1895,0.6492
583,1,0,0,1,0,0,0,1,1,1,0.873,0.7753,0.3171,0.6855,0.7248,0.5347,99428.4055,16674.5176,0.6509
584,1,0,0,1,0,0,1,0,0,0,0.898,0.7911,0.3199,0.7027,0.7287,0.5326,93097.7512,16453.5762,0.6901
585,1,0,0,1,0,0,1,0,0,1,0.8973,0.7911,0.3195,0.7017,0.7278,0.5326,93095.9124,16453.6699,0.6884
586,1,0,0,1,0,0,1,0,1,0,0.8979,0.7901,0.3199,0.7027,0.7287,0.5326,93379.338,16453.582,0.69
587,1,0,0,1,0,0,1,0,1,1,0.8973,0.7911,0.3195,0.7016,0.7278,0.5326,93138.7594,16453.6816,0.6883
588,1,0,0,1,0,0,1,1,0,0,0.8974,0.7897,0.316,0.7019,0.7289,0.5326,93616.121,16539.3301,0.6884
589,1,0,0,1,0,0,1,1,0,1,0.8969,0.7911,0.3158,0.701,0.7282,0.5326,93112.9609,16539.4062,0.6868
590,1,0,0,1,0,0,1,1,1,0,0.8969,0.7911,0.3156,0.7009,0.7281,0.5326,93160.1496,16539.3848,0.6867
591,1,0,0,1,0,0,1,1,1,1,0.8969,0.7911,0.3158,0.7008,0.7281,0.5326,93162.0757,16539.4102,0.6867
592,1,0,0,1,0,1,0,0,0,0,0.8733,0.776,0.321,0.6852,0.7244,0.5347,99111.0253,16674.3184,0.651
593,1,0,0,1,0,1,0,0,0,1,0.8726,0.7573,0.3171,0.6847,0.7244,0.5312,107187.8664,16674.6406,0.6501
594,1,0,0,1,0,1,0,0,1,0,0.873,0.776,0.3202,0.6847,0.7236,0.5347,99109.545,16674.5176,0.6502
595,1,0,0,1,0,1,0,0,1,1,0.8733,0.776,0.318,0.6853,0.7253,0.5347,99136.7456,16674.2656,0.6508
596,1,0,0,1,0,1,0,1,0,0,0.8729,0.776,0.317,0.6852,0.7247,0.5347,99140.0985,16674.5332,0.6505
597,1,0,0,1,0,1,0,1,0,1,0.8725,0.776,0.3161,0.6841,0.724,0.5347,99140.1922,16674.6055,0.6488
598,1,0,0,1,0,1,0,1,1,0,0.8729,0.776,0.317,0.6852,0.7247,0.5347,99139.8701,16674.5332,0.6505
599,1,0,0,1,0,1,0,1,1,1,0.8725,0.776,0.3161,0.6841,0.724,0.5347,99139.6657,16674.6055,0.6488
600,1,0,0,1,0,1,1,0,0,0,0.8979,0.7911,0.3201,0.7027,0.7287,0.5326,93101.0266,16453.5957,0.6901
601,1,0,0,1,0,1,1,0,0,1,0.8974,0.7911,0.3166,0.7019,0.7289,0.5326,93112.9301,16539.4238,0.6885
602,1,0,0,1,0,1,1,0,1,0,0.8985,0.7911,0.3206,0.7042,0.7295,0.5326,93141.7146,16453.6113,0.6923
603,1,0,0,1,0,1,1,0,1,1,0.8974,0.7911,0.3166,0.7019,0.7288,0.5326,93156.5648,16539.4238,0.6883
